method,n,valid_rate,mean_task_score,mean_cost_price,mean_exec_time_ms,mean_qop,mean_reward
qwen_baseline,164,1.0,0.5450667130147538,0.05475894518027564,882.7278956930812,0.2242397158785001,0.15688109434793096
qwen_online_grpo,164,1.0,0.5599444068786574,0.014664238754983279,103.04243128728575,0.2670393488308674,0.2623358409331085
catp_llm_offline,164,1.0,0.4713348940287421,0.05357959333202765,836.6166678314529,0.1884139139724243,0.12521598356521196
