method,n,valid_rate,mean_task_score,mean_cost_price,mean_exec_time_ms,mean_qop,mean_reward
qwen_baseline,16,1.0,0.5876853428781033,0.0371151799916052,540.6565136332065,0.26110962374264896,0.22121943007992836
qwen_online_grpo,16,1.0,0.5993911102414131,0.03279695015876392,454.84062574990094,0.2707708904932906,0.23781301746633451
catp_llm_offline,16,0.5,-0.758433636277914,1.0118478512312918,51.10886925086379,-0.8896658117728683,-0.39025163067968927
