method,n,valid_rate,mean_task_score,mean_cost_price,mean_exec_time_ms,mean_qop,mean_reward
qwen_baseline,16,1.0,0.5876853428781033,0.0371151799916052,540.6565136332065,0.26110962374264896,0.22121943007992836
qwen_online_grpo,16,1.0,0.5993911102414131,0.03279695015876392,454.84062574990094,0.2707708904932906,0.23781301746633451
catp_llm_offline,164,0.3353658536585366,-1.1552967390999562,1.3381231439670567,34.39963551901462,-1.2500918884849068,-0.5855157587439445
