policy,condition,seed,task_idx,category,n_available_tools,n_required_tools,n_tool_calls,required_tool_recall,required_tool_hit,all_required_tools_hit,mean_latency_ms,total_latency_ms,timeout_rate,timeout_events,proxy_utility
gold_oracle,degraded_2x,2,0,Single-Tool,8,4,8,1.0,1.0,1.0,1256.5298715393733,10052.238972314986,0.0,0,0.6984328308305504
gold_oracle,degraded_2x,2,1,Single-Tool,4,2,4,1.0,1.0,1.0,1410.7406864336783,5642.962745734713,0.0,0,0.8307111176279587
gold_oracle,degraded_2x,2,2,Single-Tool,4,4,4,1.0,1.0,1.0,2109.252335409949,8437.009341639796,0.0,0,0.7468897197508062
gold_oracle,degraded_2x,2,3,Single-Tool,3,2,3,1.0,1.0,1.0,1570.388317852601,4711.164953557803,0.0,0,0.8586650513932659
gold_oracle,degraded_2x,2,4,Single-Tool,5,5,5,1.0,1.0,1.0,1509.071300759167,7545.356503795834,0.0,0,0.773639304886125
gold_oracle,degraded_2x,2,5,Single-Tool,6,3,6,1.0,1.0,1.0,1092.3398649046967,6554.03918942818,0.0,0,0.8033788243171546
gold_oracle,degraded_2x,2,6,Single-Tool,7,2,7,1.0,1.0,1.0,1560.1398705378426,10920.979093764898,0.0,0,0.6723706271870531
gold_oracle,degraded_2x,2,7,Single-Tool,4,2,4,1.0,1.0,1.0,1676.959703445655,6707.83881378262,0.0,0,0.7987648355865214
gold_oracle,degraded_2x,2,8,Single-Tool,3,2,3,1.0,1.0,1.0,1813.6936058246345,5441.080817473903,0.0,0,0.8367675754757828
gold_oracle,degraded_2x,2,9,Single-Tool,10,3,8,1.0,1.0,1.0,672.6456864185401,5381.165491348321,0.0,0,0.8385650352595504
gold_oracle,degraded_2x,2,10,Single-Tool,5,2,5,1.0,1.0,1.0,1575.11658691952,7875.5829345976,0.0,0,0.763732511962072
gold_oracle,degraded_2x,2,11,Single-Tool,7,2,7,1.0,1.0,1.0,1488.1263206977892,10416.884244884524,0.0,0,0.6874934726534643
gold_oracle,degraded_2x,2,12,Single-Tool,9,6,8,1.0,1.0,1.0,984.9444528059786,7879.555622447829,0.0,0,0.7636133313265652
gold_oracle,degraded_2x,2,13,Single-Tool,4,2,4,1.0,1.0,1.0,1100.9606273278582,4403.842509311433,0.0,0,0.867884724720657
gold_oracle,degraded_2x,2,14,Single-Tool,5,1,5,1.0,1.0,1.0,265.47506205814204,1327.3753102907103,0.0,0,0.9601787406912787
gold_oracle,degraded_2x,2,15,Single-Tool,4,4,4,1.0,1.0,1.0,688.9269743991936,2755.7078975967743,0.0,0,0.9173287630720968
gold_oracle,degraded_2x,2,16,Single-Tool,5,1,5,1.0,1.0,1.0,1178.4750050009975,5892.375025004988,0.0,0,0.8232287492498503
gold_oracle,degraded_2x,2,17,Single-Tool,5,3,5,1.0,1.0,1.0,226.40833862032474,1132.0416931016237,0.0,0,0.9660387492069513
gold_oracle,degraded_2x,2,18,Single-Tool,7,2,7,1.0,1.0,1.0,1220.5992298830454,8544.194609181317,0.0,0,0.7436741617245606
gold_oracle,degraded_2x,2,19,Single-Tool,5,5,5,1.0,1.0,1.0,1009.740228032254,5048.70114016127,0.0,0,0.8485389657951619
gold_oracle,degraded_2x,2,20,Single-Tool,5,3,5,1.0,1.0,1.0,1319.1780431894,6595.890215947,0.0,0,0.8021232935215901
gold_oracle,degraded_2x,2,21,Single-Tool,3,1,3,1.0,1.0,1.0,2230.8974171872956,6692.692251561887,0.0,0,0.7992192324531434
gold_oracle,degraded_2x,2,22,Single-Tool,4,3,4,1.0,1.0,1.0,563.7100153751328,2254.840061500531,0.0,0,0.932354798154984
gold_oracle,degraded_2x,2,23,Single-Tool,4,1,4,1.0,1.0,1.0,1385.8060343967686,5543.224137587074,0.0,0,0.8337032758723878
gold_oracle,degraded_2x,2,24,Single-Tool,6,2,6,1.0,1.0,1.0,660.1236265444087,3960.7417592664524,0.0,0,0.8811777472220064
gold_oracle,degraded_2x,2,25,Single-Tool,7,5,7,1.0,1.0,1.0,782.7048997568728,5478.93429829811,0.0,0,0.8356319710510567
gold_oracle,degraded_2x,2,26,Single-Tool,3,3,3,1.0,1.0,1.0,380.3408192897119,1141.0224578691357,0.0,0,0.965769326263926
gold_oracle,degraded_2x,2,27,Single-Tool,4,3,4,1.0,1.0,1.0,1698.1247484183928,6792.498993673571,0.0,0,0.7962250301897928
gold_oracle,degraded_2x,2,28,Single-Tool,6,5,6,1.0,1.0,1.0,1340.109674523048,8040.658047138288,0.0,0,0.7587802585858514
gold_oracle,degraded_2x,2,29,Single-Tool,5,4,5,1.0,1.0,1.0,1430.6728519640699,7153.36425982035,0.0,0,0.7853990722053895
gold_oracle,degraded_2x,2,30,Single-Tool,5,1,5,1.0,1.0,1.0,1676.9677673184808,8384.838836592404,0.0,0,0.7484548349022279
gold_oracle,degraded_2x,2,31,Single-Tool,6,4,6,1.0,1.0,1.0,1190.8529151097214,7145.117490658328,0.0,0,0.7856464752802501
qwen_no_latency,degraded_2x,2,0,Single-Tool,8,4,4,0.75,1.0,0.0,1542.3434462265323,6169.373784906129,0.0,0,0.5649187864528161
qwen_no_latency,degraded_2x,2,1,Single-Tool,4,2,2,1.0,1.0,1.0,531.1995468822573,1062.3990937645146,0.0,0,0.9681280271870646
qwen_no_latency,degraded_2x,2,2,Single-Tool,4,4,4,1.0,1.0,1.0,2183.620779917645,8734.48311967058,0.0,0,0.7379655064098827
qwen_no_latency,degraded_2x,2,3,Single-Tool,3,2,2,1.0,1.0,1.0,902.574448677523,1805.148897355046,0.0,0,0.9458455330793486
qwen_no_latency,degraded_2x,2,4,Single-Tool,5,5,5,1.0,1.0,1.0,1327.3613369767281,6636.806684883641,0.0,0,0.8008957994534908
qwen_no_latency,degraded_2x,2,5,Single-Tool,6,3,3,1.0,1.0,1.0,279.7954926647584,839.3864779942752,0.0,0,0.9748184056601717
qwen_no_latency,degraded_2x,2,6,Single-Tool,7,2,2,1.0,1.0,1.0,394.58641908875825,789.1728381775165,0.0,0,0.9763248148546745
qwen_no_latency,degraded_2x,2,7,Single-Tool,4,2,4,1.0,1.0,1.0,1553.2710532651229,6213.0842130604915,0.0,0,0.8136074736081853
qwen_no_latency,degraded_2x,2,8,Single-Tool,3,2,3,1.0,1.0,1.0,1547.2978135768005,4641.893440730401,0.0,0,0.860743196778088
qwen_no_latency,degraded_2x,2,9,Single-Tool,10,3,4,0.6666666666666666,1.0,0.0,880.2337620597726,3520.9350482390905,0.0,0,0.5610386152194939
qwen_no_latency,degraded_2x,2,10,Single-Tool,5,2,3,1.0,1.0,1.0,1185.3006873564173,3555.9020620692518,0.0,0,0.8933229381379224
qwen_no_latency,degraded_2x,2,11,Single-Tool,7,2,2,0.5,1.0,0.0,963.2945526690036,1926.5891053380071,0.0,0,0.44220232683985977
qwen_no_latency,degraded_2x,2,12,Single-Tool,9,6,8,1.0,1.0,1.0,893.6938555155627,7149.550844124502,0.0,0,0.785513474676265
qwen_no_latency,degraded_2x,2,13,Single-Tool,4,2,2,0.5,1.0,0.0,650.7075175798652,1301.4150351597305,0.0,0,0.4609575489452081
qwen_no_latency,degraded_2x,2,14,Single-Tool,5,1,1,1.0,1.0,1.0,274.88261650216344,274.88261650216344,0.0,0,0.9917535215049351
qwen_no_latency,degraded_2x,2,15,Single-Tool,4,4,4,1.0,1.0,1.0,865.7890704083891,3463.1562816335563,0.0,0,0.8961053115509934
qwen_no_latency,degraded_2x,2,16,Single-Tool,5,1,2,1.0,1.0,1.0,506.3894062242647,1012.7788124485294,0.0,0,0.9696166356265441
qwen_no_latency,degraded_2x,2,17,Single-Tool,5,3,2,0.6666666666666666,1.0,0.0,231.97186936298635,463.9437387259727,0.0,0,0.6527483545048874
qwen_no_latency,degraded_2x,2,18,Single-Tool,7,2,2,1.0,1.0,1.0,422.0197764212717,844.0395528425433,0.0,0,0.9746788134147237
qwen_no_latency,degraded_2x,2,19,Single-Tool,5,5,4,0.8,1.0,0.0,1193.511023902002,4774.044095608008,0.0,0,0.6567786771317599
qwen_no_latency,degraded_2x,2,20,Single-Tool,5,3,4,1.0,1.0,1.0,1451.645541572266,5806.582166289064,0.0,0,0.825802535011328
qwen_no_latency,degraded_2x,2,21,Single-Tool,3,1,2,1.0,1.0,1.0,1733.6247681328418,3467.2495362656837,0.0,0,0.8959825139120294
qwen_no_latency,degraded_2x,2,22,Single-Tool,4,3,3,1.0,1.0,1.0,521.9345250277719,1565.8035750833155,0.0,0,0.9530258927475005
qwen_no_latency,degraded_2x,2,23,Single-Tool,4,1,3,1.0,1.0,1.0,1158.4485467657912,3475.345640297374,0.0,0,0.8957396307910788
qwen_no_latency,degraded_2x,2,24,Single-Tool,6,2,3,1.0,1.0,1.0,700.59888518555,2101.79665555665,0.0,0,0.9369461003333005
qwen_no_latency,degraded_2x,2,25,Single-Tool,7,5,5,0.8,1.0,0.0,613.2097015655007,3066.0485078275037,0.0,0,0.7080185447651749
qwen_no_latency,degraded_2x,2,26,Single-Tool,3,3,2,0.6666666666666666,1.0,0.0,533.709865046187,1067.419730092374,0.0,0,0.6346440747638954
qwen_no_latency,degraded_2x,2,27,Single-Tool,4,3,3,1.0,1.0,1.0,1571.2320084546134,4713.69602536384,0.0,0,0.8585891192390849
qwen_no_latency,degraded_2x,2,28,Single-Tool,6,5,3,0.6,1.0,0.0,619.5288210303588,1858.5864630910764,0.0,0,0.5442424061072677
qwen_no_latency,degraded_2x,2,29,Single-Tool,5,4,5,1.0,1.0,1.0,1484.057213778604,7420.28606889302,0.0,0,0.7773914179332094
qwen_no_latency,degraded_2x,2,30,Single-Tool,5,1,2,1.0,1.0,1.0,1784.3295179855093,3568.6590359710185,0.0,0,0.8929402289208694
qwen_no_latency,degraded_2x,2,31,Single-Tool,6,4,3,0.5,1.0,0.0,1620.0930163050195,4860.279048915058,0.0,0,0.35419162853254826
qwen_latency,degraded_2x,2,0,Single-Tool,8,4,4,0.75,1.0,0.0,1493.5553787349947,5974.221514939979,0.0,0,0.5707733545518007
qwen_latency,degraded_2x,2,1,Single-Tool,4,2,2,1.0,1.0,1.0,512.7532454630802,1025.5064909261605,0.0,0,0.9692348052722152
qwen_latency,degraded_2x,2,2,Single-Tool,4,4,4,1.0,1.0,1.0,2347.952663477042,9391.810653908167,0.0,0,0.718245680382755
qwen_latency,degraded_2x,2,3,Single-Tool,3,2,2,1.0,1.0,1.0,827.5120627561842,1655.0241255123683,0.0,0,0.950349276234629
qwen_latency,degraded_2x,2,4,Single-Tool,5,5,3,0.6,1.0,0.0,1362.9142268987914,4088.7426806963745,0.0,0,0.47733771957910875
qwen_latency,degraded_2x,2,5,Single-Tool,6,3,3,1.0,1.0,1.0,313.4882510918365,940.4647532755096,0.0,0,0.9717860574017347
qwen_latency,degraded_2x,2,6,Single-Tool,7,2,2,1.0,1.0,1.0,335.7069309959358,671.4138619918716,0.0,0,0.9798575841402438
qwen_latency,degraded_2x,2,7,Single-Tool,4,2,3,0.5,1.0,0.0,1872.7617436191156,5618.2852308573465,0.0,0,0.3314514430742796
qwen_latency,degraded_2x,2,8,Single-Tool,3,2,2,1.0,1.0,1.0,1055.8661328105284,2111.7322656210567,0.0,0,0.9366480320313683
qwen_latency,degraded_2x,2,9,Single-Tool,10,3,4,1.0,1.0,1.0,409.9276521627747,1639.7106086510987,0.0,0,0.9508086817404671
qwen_latency,degraded_2x,2,10,Single-Tool,5,2,3,1.0,1.0,1.0,1198.13726325831,3594.41178977493,0.0,0,0.892167646306752
qwen_latency,degraded_2x,2,11,Single-Tool,7,2,2,0.5,1.0,0.0,923.1790398022703,1846.3580796045405,0.0,0,0.44460925761186376
qwen_latency,degraded_2x,2,12,Single-Tool,9,6,6,0.6666666666666666,1.0,0.0,579.6751777100727,3478.0510662604365,0.0,0,0.5623251346788536
qwen_latency,degraded_2x,2,13,Single-Tool,4,2,3,1.0,1.0,1.0,1061.2983542379625,3183.8950627138875,0.0,0,0.9044831481185833
qwen_latency,degraded_2x,2,14,Single-Tool,5,1,1,1.0,1.0,1.0,224.19913170488059,224.19913170488059,0.0,0,0.9932740260488536
qwen_latency,degraded_2x,2,15,Single-Tool,4,4,3,0.75,1.0,0.0,417.47880595461083,1252.4364178638325,0.0,0,0.712426907464085
qwen_latency,degraded_2x,2,16,Single-Tool,5,1,1,1.0,1.0,1.0,517.8619680493581,517.8619680493581,0.0,0,0.9844641409585193
qwen_latency,degraded_2x,2,17,Single-Tool,5,3,2,0.6666666666666666,1.0,0.0,216.46112245563177,432.92224491126353,0.0,0,0.6536789993193287
qwen_latency,degraded_2x,2,18,Single-Tool,7,2,2,1.0,1.0,1.0,291.3802303503977,582.7604607007954,0.0,0,0.9825171861789761
qwen_latency,degraded_2x,2,19,Single-Tool,5,5,4,0.8,1.0,0.0,1217.2115958632817,4868.846383453127,0.0,0,0.6539346084964063
qwen_latency,degraded_2x,2,20,Single-Tool,5,3,3,1.0,1.0,1.0,1601.5167673892893,4804.550302167868,0.0,0,0.8558634909349639
qwen_latency,degraded_2x,2,21,Single-Tool,3,1,1,1.0,1.0,1.0,970.2069435249374,970.2069435249374,0.0,0,0.9708937916942518
qwen_latency,degraded_2x,2,22,Single-Tool,4,3,2,0.6666666666666666,1.0,0.0,387.95403980839967,775.9080796167993,0.0,0,0.6433894242781627
qwen_latency,degraded_2x,2,23,Single-Tool,4,1,3,1.0,1.0,1.0,1410.7241836397543,4232.172550919263,0.0,0,0.8730348234724221
qwen_latency,degraded_2x,2,24,Single-Tool,6,2,2,1.0,1.0,1.0,1168.5945552613373,2337.1891105226746,0.0,0,0.9298843266843198
qwen_latency,degraded_2x,2,25,Single-Tool,7,5,4,0.6,1.0,0.0,768.9315058413874,3075.7260233655497,0.0,0,0.5077282192990334
qwen_latency,degraded_2x,2,26,Single-Tool,3,3,3,1.0,1.0,1.0,435.5222878272953,1306.566863481886,0.0,0,0.9608029940955434
qwen_latency,degraded_2x,2,27,Single-Tool,4,3,3,1.0,1.0,1.0,1752.954305750097,5258.8629172502915,0.0,0,0.8422341124824912
qwen_latency,degraded_2x,2,28,Single-Tool,6,5,3,0.6,1.0,0.0,648.1335646256093,1944.400693876828,0.0,0,0.5416679791836951
qwen_latency,degraded_2x,2,29,Single-Tool,5,4,5,1.0,1.0,1.0,1486.228041055197,7431.140205275985,0.0,0,0.7770657938417205
qwen_latency,degraded_2x,2,30,Single-Tool,5,1,2,1.0,1.0,1.0,1897.7146459563185,3795.429291912637,0.0,0,0.8861371212426209
qwen_latency,degraded_2x,2,31,Single-Tool,6,4,4,0.75,1.0,0.0,1464.9321060973075,5859.72842438923,0.0,0,0.5742081472683231
random,degraded_5x_timeout,2,0,Single-Tool,8,4,8,1.0,1.0,1.0,3316.532654658581,26532.26123726865,0.25,2,-0.7959678371180594
random,degraded_5x_timeout,2,1,Single-Tool,4,2,4,1.0,1.0,1.0,3721.8996159571157,14887.598463828463,0.25,1,0.05337204608514612
random,degraded_5x_timeout,2,2,Single-Tool,4,4,4,1.0,1.0,1.0,5094.783164336238,20379.13265734495,0.5,2,-0.6113739797203485
random,degraded_5x_timeout,2,3,Single-Tool,3,2,3,1.0,1.0,1.0,4781.955860052186,14345.867580156559,1.0,3,-0.9303760274046968
random,degraded_5x_timeout,2,4,Single-Tool,5,5,5,1.0,1.0,1.0,3178.3801151456355,15891.900575728178,0.2,1,0.023242982728154615
random,degraded_5x_timeout,2,5,Single-Tool,6,3,6,1.0,1.0,1.0,2496.9353248762122,14981.611949257274,0.5,3,-0.9494483584777182
random,degraded_5x_timeout,2,6,Single-Tool,7,2,7,1.0,1.0,1.0,3812.990550413519,26690.933852894632,0.5714285714285714,4,-1.8007280155868388
random,degraded_5x_timeout,2,7,Single-Tool,4,2,4,1.0,1.0,1.0,3305.6121144533745,13222.448457813498,0.5,2,-0.3966734537344049
random,degraded_5x_timeout,2,8,Single-Tool,3,2,3,1.0,1.0,1.0,4816.682017118524,14450.046051355572,0.3333333333333333,1,0.0664986184593328
random,degraded_5x_timeout,2,9,Single-Tool,10,3,8,1.0,1.0,1.0,2534.702228528047,20277.617828224375,0.375,3,-1.108328534846731
random,degraded_5x_timeout,2,10,Single-Tool,5,2,5,1.0,1.0,1.0,3531.915030980891,17659.575154904454,0.6,3,-1.0297872546471336
random,degraded_5x_timeout,2,11,Single-Tool,7,2,7,1.0,1.0,1.0,3877.0812490765084,27139.568743535558,0.2857142857142857,2,-0.8141870623060667
random,degraded_5x_timeout,2,12,Single-Tool,9,6,8,1.0,1.0,1.0,2683.415267260016,21467.32213808013,0.375,3,-1.1440196641424039
random,degraded_5x_timeout,2,13,Single-Tool,4,2,4,1.0,1.0,1.0,2245.6142756311847,8982.457102524739,0.25,1,0.23052628692425792
random,degraded_5x_timeout,2,14,Single-Tool,5,1,5,1.0,1.0,1.0,612.9628932981373,3064.8144664906863,0.2,1,0.40805556600527937
random,degraded_5x_timeout,2,15,Single-Tool,4,4,4,1.0,1.0,1.0,2072.3049907397717,8289.219962959087,0.25,1,0.2513234011112274
random,degraded_5x_timeout,2,16,Single-Tool,5,1,5,1.0,1.0,1.0,2452.2945946235573,12261.472973117787,0.4,2,-0.36784418919353357
random,degraded_5x_timeout,2,17,Single-Tool,5,3,5,1.0,1.0,1.0,624.2118288640428,3121.059144320214,0.6,3,-0.5936317743296065
random,degraded_5x_timeout,2,18,Single-Tool,7,2,7,1.0,1.0,1.0,2843.548690898489,19904.840836289422,0.14285714285714285,1,-0.09714522508868273
random,degraded_5x_timeout,2,19,Single-Tool,5,5,5,1.0,1.0,1.0,3340.2046880437592,16701.023440218796,0.4,2,-0.501030703206564
random,degraded_5x_timeout,2,20,Single-Tool,5,3,5,1.0,1.0,1.0,3686.866776188971,18434.333880944854,0.2,1,-0.053030016428345594
random,degraded_5x_timeout,2,21,Single-Tool,3,1,3,1.0,1.0,1.0,5148.382981346568,15445.148944039704,0.6666666666666666,2,-0.4633544683211911
random,degraded_5x_timeout,2,22,Single-Tool,4,3,4,1.0,1.0,1.0,1525.1424212926763,6100.569685170705,0.0,0,0.8169829094448788
random,degraded_5x_timeout,2,23,Single-Tool,4,1,4,1.0,1.0,1.0,2923.1887717437376,11692.75508697495,0.25,1,0.14921734739075154
random,degraded_5x_timeout,2,24,Single-Tool,6,2,6,1.0,1.0,1.0,1537.5423553139688,9225.254131883812,0.3333333333333333,2,-0.2767576239565144
random,degraded_5x_timeout,2,25,Single-Tool,7,5,7,1.0,1.0,1.0,2623.366096288951,18363.562674022658,0.2857142857142857,2,-0.5509068802206797
random,degraded_5x_timeout,2,26,Single-Tool,3,3,3,1.0,1.0,1.0,1114.9880527036144,3344.964158110843,0.3333333333333333,1,0.39965107525667465
random,degraded_5x_timeout,2,27,Single-Tool,4,3,4,1.0,1.0,1.0,3243.002933723248,12972.011734892993,0.5,2,-0.3891603520467898
random,degraded_5x_timeout,2,28,Single-Tool,6,5,6,1.0,1.0,1.0,3658.9674697912174,21953.804818747303,0.3333333333333333,2,-0.6586141445624191
random,degraded_5x_timeout,2,29,Single-Tool,5,4,5,1.0,1.0,1.0,3316.6207631641337,16583.10381582067,0.4,2,-0.49749311447461997
random,degraded_5x_timeout,2,30,Single-Tool,5,1,5,1.0,1.0,1.0,4027.022340015576,20135.11170007788,0.4,2,-0.6040533510023364
random,degraded_5x_timeout,2,31,Single-Tool,6,4,6,1.0,1.0,1.0,2703.9880368709046,16223.928221225427,0.3333333333333333,2,-0.48671784663676276
latency_aware,degraded_5x_timeout,2,0,Single-Tool,8,4,8,1.0,1.0,1.0,3049.586058880904,24396.688471047233,0.25,2,-0.731900654131417
latency_aware,degraded_5x_timeout,2,1,Single-Tool,4,2,4,1.0,1.0,1.0,3733.542171017739,14934.168684070955,0.5,2,-0.44802506052212865
latency_aware,degraded_5x_timeout,2,2,Single-Tool,4,4,4,1.0,1.0,1.0,5608.556235509261,22434.224942037043,0.75,3,-1.1730267482611114
latency_aware,degraded_5x_timeout,2,3,Single-Tool,3,2,3,1.0,1.0,1.0,3507.2976280826424,10521.892884247927,0.3333333333333333,1,0.18434321347256222
latency_aware,degraded_5x_timeout,2,4,Single-Tool,5,5,5,1.0,1.0,1.0,3267.605651922326,16338.02825961163,0.0,0,0.5098591522116511
latency_aware,degraded_5x_timeout,2,5,Single-Tool,6,3,6,1.0,1.0,1.0,2418.1882206498,14509.1293238988,0.3333333333333333,2,-0.43527387971696396
latency_aware,degraded_5x_timeout,2,6,Single-Tool,7,2,7,1.0,1.0,1.0,3814.7989372681286,26703.5925608769,0.42857142857142855,3,-1.3011077768263068
latency_aware,degraded_5x_timeout,2,7,Single-Tool,4,2,4,1.0,1.0,1.0,3925.8404525148526,15703.36181005941,0.75,3,-0.9711008543017823
latency_aware,degraded_5x_timeout,2,8,Single-Tool,3,2,3,1.0,1.0,1.0,3936.6631831095783,11809.989549328735,0.3333333333333333,1,0.14570031352013801
latency_aware,degraded_5x_timeout,2,9,Single-Tool,10,3,8,1.0,1.0,1.0,1498.7554506267436,11990.043605013949,0.125,1,0.14029869184958155
latency_aware,degraded_5x_timeout,2,10,Single-Tool,5,2,5,1.0,1.0,1.0,3284.3177439574115,16421.588719787058,0.0,0,0.5073523384063883
latency_aware,degraded_5x_timeout,2,11,Single-Tool,7,2,7,1.0,1.0,1.0,3768.8833446758267,26382.18341273079,0.42857142857142855,3,-1.2914655023819237
latency_aware,degraded_5x_timeout,2,12,Single-Tool,9,6,8,0.8333333333333334,1.0,0.0,1846.0463816291326,14768.37105303306,0.0,0,0.3902822017423416
latency_aware,degraded_5x_timeout,2,13,Single-Tool,4,2,4,1.0,1.0,1.0,2592.163108207753,10368.652432831012,0.5,2,-0.31105957298493037
latency_aware,degraded_5x_timeout,2,14,Single-Tool,5,1,5,1.0,1.0,1.0,555.109280093709,2775.546400468545,0.0,0,0.9167336079859436
latency_aware,degraded_5x_timeout,2,15,Single-Tool,4,4,4,1.0,1.0,1.0,1774.8191071113479,7099.2764284453915,0.0,0,0.7870217071466382
latency_aware,degraded_5x_timeout,2,16,Single-Tool,5,1,5,1.0,1.0,1.0,2873.340696911408,14366.70348455704,0.4,2,-0.43100110453671114
latency_aware,degraded_5x_timeout,2,17,Single-Tool,5,3,5,1.0,1.0,1.0,568.7106045033759,2843.553022516879,0.0,0,0.9146934093244936
latency_aware,degraded_5x_timeout,2,18,Single-Tool,7,2,7,1.0,1.0,1.0,2926.5831782454034,20486.082247717823,0.14285714285714285,1,-0.11458246743153466
latency_aware,degraded_5x_timeout,2,19,Single-Tool,5,5,5,1.0,1.0,1.0,3006.1269295960165,15030.634647980081,0.2,1,0.04908096056059752
latency_aware,degraded_5x_timeout,2,20,Single-Tool,5,3,5,1.0,1.0,1.0,3670.5653699537665,18352.826849768833,0.0,0,0.4494151945069351
latency_aware,degraded_5x_timeout,2,21,Single-Tool,3,1,3,1.0,1.0,1.0,5555.468478980013,16666.40543694004,0.6666666666666666,2,-0.49999216310820116
latency_aware,degraded_5x_timeout,2,22,Single-Tool,4,3,4,1.0,1.0,1.0,1511.9133688960894,6047.653475584358,0.5,2,-0.18142960426753074
latency_aware,degraded_5x_timeout,2,23,Single-Tool,4,1,4,1.0,1.0,1.0,2427.3333479143957,9709.333391657583,0.25,1,0.20871999825027254
latency_aware,degraded_5x_timeout,2,24,Single-Tool,6,2,6,1.0,1.0,1.0,1431.7625550799721,8590.575330479833,0.5,3,-0.757717259914395
latency_aware,degraded_5x_timeout,2,25,Single-Tool,7,5,7,1.0,1.0,1.0,2356.9740612024693,16498.818428417286,0.14285714285714285,1,0.005035447147481387
latency_aware,degraded_5x_timeout,2,26,Single-Tool,3,3,3,1.0,1.0,1.0,1163.1058828004795,3489.3176484014384,0.0,0,0.8953204705479568
latency_aware,degraded_5x_timeout,2,27,Single-Tool,4,3,4,1.0,1.0,1.0,3332.4765325480316,13329.906130192127,0.5,2,-0.3998971839057638
latency_aware,degraded_5x_timeout,2,28,Single-Tool,6,5,6,1.0,1.0,1.0,3873.9708073298466,23243.82484397908,0.3333333333333333,2,-0.6973147453193724
latency_aware,degraded_5x_timeout,2,29,Single-Tool,5,4,5,1.0,1.0,1.0,3665.0172599673665,18325.086299836832,0.4,2,-0.5497525889951049
latency_aware,degraded_5x_timeout,2,30,Single-Tool,5,1,5,1.0,1.0,1.0,3701.6378524716565,18508.189262358283,0.2,1,-0.05524567787074841
latency_aware,degraded_5x_timeout,2,31,Single-Tool,6,4,6,1.0,1.0,1.0,2702.340876242238,16214.045257453428,0.3333333333333333,2,-0.48642135772360284
slow,degraded_5x_timeout,2,0,Single-Tool,8,4,8,1.0,1.0,1.0,3320.9164031089554,26567.331224871643,0.5,4,-1.7970199367461492
slow,degraded_5x_timeout,2,1,Single-Tool,4,2,4,1.0,1.0,1.0,3767.569331644226,15070.277326576905,0.25,1,0.047891680202692855
slow,degraded_5x_timeout,2,2,Single-Tool,4,4,4,1.0,1.0,1.0,5428.909904457381,21715.639617829525,0.5,2,-0.6514691885348857
slow,degraded_5x_timeout,2,3,Single-Tool,3,2,3,1.0,1.0,1.0,3909.4935058589604,11728.480517576882,0.6666666666666666,2,-0.35185441552730645
slow,degraded_5x_timeout,2,4,Single-Tool,5,5,5,1.0,1.0,1.0,3373.838648720911,16869.193243604554,0.0,0,0.49392420269186343
slow,degraded_5x_timeout,2,5,Single-Tool,6,3,6,1.0,1.0,1.0,2671.054594753707,16026.327568522242,0.3333333333333333,2,-0.4807898270556672
slow,degraded_5x_timeout,2,6,Single-Tool,7,2,7,1.0,1.0,1.0,4184.825196959993,29293.776378719955,0.42857142857142855,3,-1.3788132913615985
slow,degraded_5x_timeout,2,7,Single-Tool,4,2,4,1.0,1.0,1.0,3844.425303813438,15377.701215253752,0.5,2,-0.46133103645761264
slow,degraded_5x_timeout,2,8,Single-Tool,3,2,3,1.0,1.0,1.0,4332.712118866709,12998.136356600126,0.3333333333333333,1,0.11005590930199616
slow,degraded_5x_timeout,2,9,Single-Tool,10,3,8,0.6666666666666666,1.0,0.0,2961.7521716337083,23694.017373069666,0.125,1,-0.5441538545254233
slow,degraded_5x_timeout,2,10,Single-Tool,5,2,5,1.0,1.0,1.0,3508.6944303535893,17543.472151767946,0.4,2,-0.5263041645530384
slow,degraded_5x_timeout,2,11,Single-Tool,7,2,7,1.0,1.0,1.0,4188.1813867452665,29317.269707216863,0.42857142857142855,3,-1.379518091216506
slow,degraded_5x_timeout,2,12,Single-Tool,9,6,8,0.8333333333333334,1.0,0.0,2389.276887989189,19114.215103913513,0.0,0,0.259906880215928
slow,degraded_5x_timeout,2,13,Single-Tool,4,2,4,1.0,1.0,1.0,2193.3233153934057,8773.293261573623,0.0,0,0.7368012021527913
slow,degraded_5x_timeout,2,14,Single-Tool,5,1,5,1.0,1.0,1.0,647.9749203494496,3239.8746017472477,0.2,1,0.4028037619475826
slow,degraded_5x_timeout,2,15,Single-Tool,4,4,4,1.0,1.0,1.0,1551.9959047470345,6207.983618988138,0.5,2,-0.1862395085696441
slow,degraded_5x_timeout,2,16,Single-Tool,5,1,5,1.0,1.0,1.0,2961.7770014747766,14808.885007373883,0.2,1,0.055733449778783584
slow,degraded_5x_timeout,2,17,Single-Tool,5,3,5,1.0,1.0,1.0,606.5810241036475,3032.9051205182373,0.2,1,0.4090128463844529
slow,degraded_5x_timeout,2,18,Single-Tool,7,2,7,1.0,1.0,1.0,2808.219282799177,19657.53497959424,0.2857142857142857,2,-0.5897260493878271
slow,degraded_5x_timeout,2,19,Single-Tool,5,5,5,1.0,1.0,1.0,2733.4863498726822,13667.431749363412,0.2,1,0.08997704751909774
slow,degraded_5x_timeout,2,20,Single-Tool,5,3,5,1.0,1.0,1.0,3402.0806014591813,17010.403007295907,0.2,1,-0.010312090218877135
