policy,condition,seed,task_idx,category,n_available_tools,n_required_tools,n_tool_calls,required_tool_recall,required_tool_hit,all_required_tools_hit,mean_latency_ms,total_latency_ms,timeout_rate,timeout_events,proxy_utility
latency_aware,degraded_5x_timeout,1,18,Single-Tool,7,2,7,1.0,1.0,1.0,2840.3091877167462,19882.164314017224,0.14285714285714285,1,-0.09646492942051665
latency_aware,degraded_5x_timeout,1,19,Single-Tool,5,5,5,1.0,1.0,1.0,3155.794895934533,15778.974479672666,0.2,1,0.02663076560982003
latency_aware,degraded_5x_timeout,1,20,Single-Tool,5,3,5,1.0,1.0,1.0,4120.190100040981,20600.950500204905,0.2,1,-0.1180285150061472
latency_aware,degraded_5x_timeout,1,21,Single-Tool,3,1,3,1.0,1.0,1.0,4871.581953380512,14614.745860141535,0.3333333333333333,1,0.06155762419575406
latency_aware,degraded_5x_timeout,1,22,Single-Tool,4,3,4,1.0,1.0,1.0,1480.5965630517778,5922.386252207111,0.25,1,0.3223284124337866
latency_aware,degraded_5x_timeout,1,23,Single-Tool,4,1,4,1.0,1.0,1.0,3192.6850082647875,12770.74003305915,0.25,1,0.11687779900822548
latency_aware,degraded_5x_timeout,1,24,Single-Tool,6,2,6,1.0,1.0,1.0,1388.196812809352,8329.180876856111,0.16666666666666666,1,0.2501245736943166
latency_aware,degraded_5x_timeout,1,25,Single-Tool,7,5,7,1.0,1.0,1.0,2040.1824105262908,14281.276873684035,0.42857142857142855,3,-0.928438306210521
latency_aware,degraded_5x_timeout,1,26,Single-Tool,3,3,3,1.0,1.0,1.0,1117.7112299450464,3353.133689835139,0.0,0,0.8994059893049459
latency_aware,degraded_5x_timeout,1,27,Single-Tool,4,3,4,1.0,1.0,1.0,3957.4472245328193,15829.788898131277,0.75,3,-0.9748936669439383
latency_aware,degraded_5x_timeout,1,28,Single-Tool,6,5,6,1.0,1.0,1.0,3810.101065919709,22860.606395518254,0.5,3,-1.1858181918655477
latency_aware,degraded_5x_timeout,1,29,Single-Tool,5,4,5,1.0,1.0,1.0,3396.730150275436,16983.65075137718,0.6,3,-1.0095095225413155
latency_aware,degraded_5x_timeout,1,30,Single-Tool,5,1,5,1.0,1.0,1.0,3389.1325865499957,16945.66293274998,0.2,1,-0.00836988798249938
latency_aware,degraded_5x_timeout,1,31,Single-Tool,6,4,6,1.0,1.0,1.0,2941.528810768046,17649.172864608274,0.3333333333333333,2,-0.5294751859382483
slow,degraded_5x_timeout,1,0,Single-Tool,8,4,8,1.0,1.0,1.0,3272.4402495511117,26179.521996408894,0.25,2,-0.7853856598922668
slow,degraded_5x_timeout,1,1,Single-Tool,4,2,4,1.0,1.0,1.0,3945.7661293077012,15783.064517230805,0.25,1,0.026508064483075855
slow,degraded_5x_timeout,1,2,Single-Tool,4,4,4,1.0,1.0,1.0,5684.498859540553,22737.995438162212,0.75,3,-1.1821398631448663
slow,degraded_5x_timeout,1,3,Single-Tool,3,2,3,1.0,1.0,1.0,3672.9650279022117,11018.895083706635,0.6666666666666666,2,-0.3305668525111991
slow,degraded_5x_timeout,1,4,Single-Tool,5,5,5,1.0,1.0,1.0,3587.9113678703907,17939.556839351953,0.4,2,-0.5381867051805587
slow,degraded_5x_timeout,1,5,Single-Tool,6,3,6,1.0,1.0,1.0,2486.9059836740676,14921.435902044406,0.16666666666666666,1,0.05235692293866778
slow,degraded_5x_timeout,1,6,Single-Tool,7,2,7,1.0,1.0,1.0,4319.881275488704,30239.168928420928,0.42857142857142855,3,-1.4071750678526278
slow,degraded_5x_timeout,1,7,Single-Tool,4,2,4,1.0,1.0,1.0,3564.570293489941,14258.281173959764,0.25,1,0.07225156478120709
slow,degraded_5x_timeout,1,8,Single-Tool,3,2,3,1.0,1.0,1.0,4027.282082208674,12081.846246626023,0.3333333333333333,1,0.1375446126012193
slow,degraded_5x_timeout,1,9,Single-Tool,10,3,8,0.6666666666666666,1.0,0.0,2981.32482380782,23850.59859046256,0.25,2,-1.0488512910472103
slow,degraded_5x_timeout,1,10,Single-Tool,5,2,5,1.0,1.0,1.0,3285.411826502145,16427.059132510723,0.2,1,0.007188226024678279
slow,degraded_5x_timeout,1,11,Single-Tool,7,2,7,1.0,1.0,1.0,3293.3166858657755,23053.21680106043,0.2857142857142857,2,-0.6915965040318128
slow,degraded_5x_timeout,1,12,Single-Tool,9,6,8,0.8333333333333334,1.0,0.0,2282.8495745754644,18262.796596603715,0.0,0,0.28544943543522194
slow,degraded_5x_timeout,1,13,Single-Tool,4,2,4,1.0,1.0,1.0,2612.6149585463886,10450.459834185554,0.0,0,0.6864862049744334
slow,degraded_5x_timeout,1,14,Single-Tool,5,1,5,1.0,1.0,1.0,651.3642815309233,3256.821407654617,0.2,1,0.4022953577703615
slow,degraded_5x_timeout,1,15,Single-Tool,4,4,4,1.0,1.0,1.0,2011.7159604223473,8046.863841689389,0.25,1,0.25859408474931833
slow,degraded_5x_timeout,1,16,Single-Tool,5,1,5,1.0,1.0,1.0,2740.3812539359,13701.9062696795,0.0,0,0.588942811909615
slow,degraded_5x_timeout,1,17,Single-Tool,5,3,5,1.0,1.0,1.0,557.5752559944725,2787.8762799723627,0.2,1,0.4163637116008291
slow,degraded_5x_timeout,1,18,Single-Tool,7,2,7,1.0,1.0,1.0,2414.5267735984344,16901.68741518904,0.0,0,0.49294937754432877
slow,degraded_5x_timeout,1,19,Single-Tool,5,5,5,1.0,1.0,1.0,2738.7576565625254,13693.788282812628,0.2,1,0.08918635151562115
slow,degraded_5x_timeout,1,20,Single-Tool,5,3,5,1.0,1.0,1.0,3888.309021681563,19441.545108407816,0.4,2,-0.5832463532522344
slow,degraded_5x_timeout,1,21,Single-Tool,3,1,3,1.0,1.0,1.0,5199.193844235823,15597.58153270747,0.6666666666666666,2,-0.46792744598122415
slow,degraded_5x_timeout,1,22,Single-Tool,4,3,4,1.0,1.0,1.0,1149.9759176617338,4599.903670646935,0.0,0,0.8620028898805919
slow,degraded_5x_timeout,1,23,Single-Tool,4,1,4,1.0,1.0,1.0,3056.9311733384393,12227.724693353757,0.25,1,0.13316825919938724
slow,degraded_5x_timeout,1,24,Single-Tool,6,2,6,1.0,1.0,1.0,1423.501801078828,8541.010806472968,0.0,0,0.743769675805811
slow,degraded_5x_timeout,1,25,Single-Tool,7,5,7,1.0,1.0,1.0,2174.1464292106925,15219.025004474848,0.14285714285714285,1,0.04342924986575458
slow,degraded_5x_timeout,1,26,Single-Tool,3,3,3,1.0,1.0,1.0,1064.7359083413228,3194.2077250239686,0.0,0,0.904173768249281
slow,degraded_5x_timeout,1,27,Single-Tool,4,3,4,1.0,1.0,1.0,3194.258166986214,12777.032667944855,0.25,1,0.11668901996165437
slow,degraded_5x_timeout,1,28,Single-Tool,6,5,6,1.0,1.0,1.0,3272.440188466279,19634.641130797674,0.6666666666666666,4,-1.58903923392393
slow,degraded_5x_timeout,1,29,Single-Tool,5,4,5,1.0,1.0,1.0,3086.234969240275,15431.174846201375,0.4,2,-0.46293524538604114
slow,degraded_5x_timeout,1,30,Single-Tool,5,1,5,1.0,1.0,1.0,3831.619742452044,19158.09871226022,0.6,3,-1.0747429613678066
slow,degraded_5x_timeout,1,31,Single-Tool,6,4,6,1.0,1.0,1.0,2660.6283321073747,15963.76999264425,0.5,3,-0.9789130997793274
gold_oracle,degraded_5x_timeout,1,0,Single-Tool,8,4,8,1.0,1.0,1.0,3178.150210010722,25425.201680085775,0.25,2,-0.7627560504025732
gold_oracle,degraded_5x_timeout,1,1,Single-Tool,4,2,4,1.0,1.0,1.0,3502.3930185543527,14009.57207421741,0.5,2,-0.4202871622265223
gold_oracle,degraded_5x_timeout,1,2,Single-Tool,4,4,4,1.0,1.0,1.0,5793.708619710329,23174.834478841316,0.75,3,-1.1952450343652394
gold_oracle,degraded_5x_timeout,1,3,Single-Tool,3,2,3,1.0,1.0,1.0,4724.131212274161,14172.393636822482,0.6666666666666666,2,-0.42517180910467445
gold_oracle,degraded_5x_timeout,1,4,Single-Tool,5,5,5,1.0,1.0,1.0,3117.3571848864785,15586.785924432394,0.2,1,0.03239642226702821
gold_oracle,degraded_5x_timeout,1,5,Single-Tool,6,3,6,1.0,1.0,1.0,2376.041594361678,14256.249566170069,0.3333333333333333,2,-0.42768748698510206
gold_oracle,degraded_5x_timeout,1,6,Single-Tool,7,2,7,1.0,1.0,1.0,3432.526730904202,24027.687116329413,0.42857142857142855,3,-1.2208306134898823
gold_oracle,degraded_5x_timeout,1,7,Single-Tool,4,2,4,1.0,1.0,1.0,3936.323147768718,15745.292591074873,0.75,3,-0.9723587777322462
gold_oracle,degraded_5x_timeout,1,8,Single-Tool,3,2,3,1.0,1.0,1.0,3947.852275626296,11843.556826878888,0.6666666666666666,2,-0.3553067048063666
gold_oracle,degraded_5x_timeout,1,9,Single-Tool,10,3,8,1.0,1.0,1.0,1509.1812741777298,12073.450193421839,0.0,0,0.6377964941973449
gold_oracle,degraded_5x_timeout,1,10,Single-Tool,5,2,5,1.0,1.0,1.0,3675.8346915722054,18379.173457861027,0.2,1,-0.05137520373583071
gold_oracle,degraded_5x_timeout,1,11,Single-Tool,7,2,7,1.0,1.0,1.0,4293.476565301024,30054.335957107163,0.42857142857142855,3,-1.401630078713215
gold_oracle,degraded_5x_timeout,1,12,Single-Tool,9,6,8,1.0,1.0,1.0,2050.911831015108,16407.294648120864,0.25,2,-0.4922188394436259
gold_oracle,degraded_5x_timeout,1,13,Single-Tool,4,2,4,1.0,1.0,1.0,2664.3055951010783,10657.222380404313,0.25,1,0.18028332858787066
gold_oracle,degraded_5x_timeout,1,14,Single-Tool,5,1,5,1.0,1.0,1.0,586.0739788861456,2930.369894430728,0.0,0,0.9120889031670781
gold_oracle,degraded_5x_timeout,1,15,Single-Tool,4,4,4,1.0,1.0,1.0,1611.5521624794492,6446.208649917797,0.0,0,0.8066137405024661
gold_oracle,degraded_5x_timeout,1,16,Single-Tool,5,1,5,1.0,1.0,1.0,3052.1932383736616,15260.966191868309,0.4,2,-0.45782898575604924
gold_oracle,degraded_5x_timeout,1,17,Single-Tool,5,3,5,1.0,1.0,1.0,598.3114478610744,2991.557239305372,0.0,0,0.9102532828208388
gold_oracle,degraded_5x_timeout,1,18,Single-Tool,7,2,7,1.0,1.0,1.0,2875.680556753854,20129.76389727698,0.2857142857142857,2,-0.6038929169183093
gold_oracle,degraded_5x_timeout,1,19,Single-Tool,5,5,5,1.0,1.0,1.0,2909.126887421175,14545.634437105875,0.4,2,-0.4363690331131762
gold_oracle,degraded_5x_timeout,1,20,Single-Tool,5,3,5,1.0,1.0,1.0,3741.2209527081673,18706.104763540836,0.0,0,0.43881685709377494
gold_oracle,degraded_5x_timeout,1,21,Single-Tool,3,1,3,1.0,1.0,1.0,4422.775921926941,13268.327765780823,0.3333333333333333,1,0.10195016702657533
gold_oracle,degraded_5x_timeout,1,22,Single-Tool,4,3,4,1.0,1.0,1.0,1551.8760380027106,6207.5041520108425,0.25,1,0.31377487543967475
gold_oracle,degraded_5x_timeout,1,23,Single-Tool,4,1,4,1.0,1.0,1.0,3022.368750248471,12089.475000993883,0.25,1,0.13731574997018348
gold_oracle,degraded_5x_timeout,1,24,Single-Tool,6,2,6,1.0,1.0,1.0,1647.961870076743,9887.771220460458,0.3333333333333333,2,-0.29663313661381374
gold_oracle,degraded_5x_timeout,1,25,Single-Tool,7,5,7,1.0,1.0,1.0,2218.134149955517,15526.939049688619,0.14285714285714285,1,0.03419182850934144
gold_oracle,degraded_5x_timeout,1,26,Single-Tool,3,3,3,1.0,1.0,1.0,820.9683973421137,2462.905192026341,0.0,0,0.9261128442392098
gold_oracle,degraded_5x_timeout,1,27,Single-Tool,4,3,4,1.0,1.0,1.0,2847.0118155164723,11388.04726206589,0.5,2,-0.34164141786197666
gold_oracle,degraded_5x_timeout,1,28,Single-Tool,6,5,6,1.0,1.0,1.0,3721.2958878189347,22327.77532691361,0.3333333333333333,2,-0.6698332598074083
gold_oracle,degraded_5x_timeout,1,29,Single-Tool,5,4,5,1.0,1.0,1.0,3284.261625358976,16421.30812679488,0.8,4,-1.4926392438038465
gold_oracle,degraded_5x_timeout,1,30,Single-Tool,5,1,5,1.0,1.0,1.0,4185.20724533108,20926.0362266554,0.2,1,-0.12778108679966205
gold_oracle,degraded_5x_timeout,1,31,Single-Tool,6,4,6,1.0,1.0,1.0,2840.1609813856953,17040.96588831417,0.3333333333333333,2,-0.5112289766494251
qwen_no_latency,degraded_5x_timeout,1,0,Single-Tool,8,4,4,0.75,1.0,0.0,4107.689579598117,16430.75831839247,0.25,1,-0.24292274955177412
qwen_no_latency,degraded_5x_timeout,1,1,Single-Tool,4,2,2,1.0,1.0,1.0,1128.383626276896,2256.767252553792,0.0,0,0.9322969824233862
qwen_no_latency,degraded_5x_timeout,1,2,Single-Tool,4,4,4,1.0,1.0,1.0,5650.912045608666,22603.648182434663,1.0,4,-1.6781094454730399
qwen_no_latency,degraded_5x_timeout,1,3,Single-Tool,3,2,2,1.0,1.0,1.0,2687.925089244005,5375.85017848801,0.5,1,0.3387244946453597
qwen_no_latency,degraded_5x_timeout,1,4,Single-Tool,5,5,5,1.0,1.0,1.0,3456.055163993466,17280.27581996733,0.4,2,-0.5184082745990198
qwen_no_latency,degraded_5x_timeout,1,5,Single-Tool,6,3,3,1.0,1.0,1.0,729.4442818352233,2188.33284550567,0.0,0,0.9343500146348299
qwen_no_latency,degraded_5x_timeout,1,6,Single-Tool,7,2,2,1.0,1.0,1.0,961.0153119077687,1922.0306238155374,0.5,1,0.4423390812855339
qwen_no_latency,degraded_5x_timeout,1,7,Single-Tool,4,2,4,1.0,1.0,1.0,3890.99764282927,15563.99057131708,0.75,3,-0.9669197171395123
qwen_no_latency,degraded_5x_timeout,1,8,Single-Tool,3,2,3,1.0,1.0,1.0,4866.4437999312095,14599.331399793627,0.3333333333333333,1,0.06202005800619115
qwen_no_latency,degraded_5x_timeout,1,9,Single-Tool,10,3,4,0.6666666666666666,1.0,0.0,1780.8124191001662,7123.249676400665,0.0,0,0.45296917637464673
qwen_no_latency,degraded_5x_timeout,1,10,Single-Tool,5,2,3,1.0,1.0,1.0,2948.0754989067555,8844.226496720266,0.0,0,0.734673205098392
qwen_no_latency,degraded_5x_timeout,1,11,Single-Tool,7,2,2,0.5,1.0,0.0,2607.414944566893,5214.829889133786,0.0,0,0.34355510332598643
qwen_no_latency,degraded_5x_timeout,1,12,Single-Tool,9,6,8,1.0,1.0,1.0,2243.97140698588,17951.77125588704,0.125,1,-0.03855313767661128
qwen_no_latency,degraded_5x_timeout,1,13,Single-Tool,4,2,2,0.5,1.0,0.0,1504.8494886286053,3009.6989772572106,0.5,1,-0.0902909693177163
qwen_no_latency,degraded_5x_timeout,1,14,Single-Tool,5,1,1,1.0,1.0,1.0,550.9500222132232,550.9500222132232,0.0,0,0.9834714993336033
qwen_no_latency,degraded_5x_timeout,1,15,Single-Tool,4,4,4,1.0,1.0,1.0,1802.3315653585396,7209.326261434158,0.0,0,0.7837202121569753
qwen_no_latency,degraded_5x_timeout,1,16,Single-Tool,5,1,2,1.0,1.0,1.0,1039.953874321524,2079.907748643048,0.0,0,0.9376027675407086
qwen_no_latency,degraded_5x_timeout,1,17,Single-Tool,5,3,2,0.6666666666666666,1.0,0.0,560.6333113121334,1121.2666226242668,0.0,0,0.6330286679879387
qwen_no_latency,degraded_5x_timeout,1,18,Single-Tool,7,2,2,1.0,1.0,1.0,837.8285375149992,1675.6570750299984,0.0,0,0.9497302877491001
qwen_no_latency,degraded_5x_timeout,1,19,Single-Tool,5,5,4,0.8,1.0,0.0,3036.777474121229,12147.109896484915,0.5,2,-0.5644132968945474
qwen_no_latency,degraded_5x_timeout,1,20,Single-Tool,5,3,4,1.0,1.0,1.0,3346.9259392414297,13387.703756965719,0.0,0,0.5983688872910284
qwen_no_latency,degraded_5x_timeout,1,21,Single-Tool,3,1,2,1.0,1.0,1.0,4781.082484739938,9562.164969479876,0.5,1,0.2131350509156037
qwen_no_latency,degraded_5x_timeout,1,22,Single-Tool,4,3,3,1.0,1.0,1.0,1116.541745833115,3349.6252374993455,0.3333333333333333,1,0.3995112428750196
qwen_no_latency,degraded_5x_timeout,1,23,Single-Tool,4,1,3,1.0,1.0,1.0,3027.93256856593,9083.79770569779,0.6666666666666666,2,-0.2725139311709337
qwen_no_latency,degraded_5x_timeout,1,24,Single-Tool,6,2,3,1.0,1.0,1.0,2142.6034413118114,6427.810323935434,0.3333333333333333,1,0.30716569028193697
qwen_no_latency,degraded_5x_timeout,1,25,Single-Tool,7,5,5,0.8,1.0,0.0,1393.5299038666394,6967.6495193331975,0.0,0,0.5909705144200041
qwen_no_latency,degraded_5x_timeout,1,26,Single-Tool,3,3,2,0.6666666666666666,1.0,0.0,992.6048910876857,1985.2097821753714,0.0,0,0.6071103732014055
qwen_no_latency,degraded_5x_timeout,1,27,Single-Tool,4,3,3,1.0,1.0,1.0,4580.340453255628,13741.021359766883,0.3333333333333333,1,0.08776935920699347
qwen_no_latency,degraded_5x_timeout,1,28,Single-Tool,6,5,3,0.6,1.0,0.0,1852.0430120534256,5556.129036160277,0.3333333333333333,1,-0.06668387108480833
qwen_no_latency,degraded_5x_timeout,1,29,Single-Tool,5,4,5,1.0,1.0,1.0,3479.142315831614,17395.71157915807,0.6,3,-1.021871347374742
qwen_no_latency,degraded_5x_timeout,1,30,Single-Tool,5,1,2,1.0,1.0,1.0,3957.1822929086898,7914.3645858173795,0.5,1,0.2625690624254786
qwen_no_latency,degraded_5x_timeout,1,31,Single-Tool,6,4,3,0.5,1.0,0.0,4155.539240002173,12466.61772000652,0.3333333333333333,1,-0.3739985316001956
qwen_latency,degraded_5x_timeout,1,0,Single-Tool,8,4,5,0.75,1.0,0.0,3054.534187557269,15272.670937786344,0.4,2,-0.7081801281335903
qwen_latency,degraded_5x_timeout,1,1,Single-Tool,4,2,2,1.0,1.0,1.0,982.660471941309,1965.320943882618,0.0,0,0.9410403716835215
qwen_latency,degraded_5x_timeout,1,2,Single-Tool,4,4,4,1.0,1.0,1.0,5533.784200357769,22135.136801431076,1.0,4,-1.6640541040429322
qwen_latency,degraded_5x_timeout,1,3,Single-Tool,3,2,2,1.0,1.0,1.0,2774.648446479214,5549.296892958428,0.5,1,0.3335210932112471
qwen_latency,degraded_5x_timeout,1,4,Single-Tool,5,5,4,0.8,1.0,0.0,3995.695963852641,15982.783855410564,0.25,1,-0.17948351566231685
qwen_latency,degraded_5x_timeout,1,5,Single-Tool,6,3,3,1.0,1.0,1.0,760.2156215464626,2280.646864639388,0.3333333333333333,1,0.4315805940608184
qwen_latency,degraded_5x_timeout,1,6,Single-Tool,7,2,2,1.0,1.0,1.0,808.3184821774471,1616.6369643548942,0.5,1,0.4515008910693532
qwen_latency,degraded_5x_timeout,1,7,Single-Tool,4,2,3,0.5,1.0,0.0,4160.619810161474,12481.859430484421,0.3333333333333333,1,-0.37445578291453263
qwen_latency,degraded_5x_timeout,1,8,Single-Tool,3,2,2,1.0,1.0,1.0,2400.785407914145,4801.57081582829,0.0,0,0.8559528755251513
qwen_latency,degraded_5x_timeout,1,9,Single-Tool,10,3,3,1.0,1.0,1.0,782.7214357427471,2348.1643072282413,0.0,0,0.9295550707831528
qwen_latency,degraded_5x_timeout,1,10,Single-Tool,5,2,3,1.0,1.0,1.0,2921.434291031825,8764.302873095476,0.3333333333333333,1,0.23707091380713574
qwen_latency,degraded_5x_timeout,1,11,Single-Tool,7,2,2,0.5,1.0,0.0,2115.487184654093,4230.974369308186,0.0,0,0.3730707689207544
qwen_latency,degraded_5x_timeout,1,12,Single-Tool,9,6,8,1.0,1.0,1.0,2084.192714819548,16673.541718556386,0.0,0,0.4997937484433085
qwen_latency,degraded_5x_timeout,1,13,Single-Tool,4,2,3,1.0,1.0,1.0,2575.211202769711,7725.633608309132,0.0,0,0.7682309917507261
qwen_latency,degraded_5x_timeout,1,14,Single-Tool,5,1,1,1.0,1.0,1.0,687.2240869231322,687.2240869231322,0.0,0,0.979383277392306
qwen_latency,degraded_5x_timeout,1,15,Single-Tool,4,4,3,0.75,1.0,0.0,920.3318226061343,2760.995467818403,0.0,0,0.6671701359654479
qwen_latency,degraded_5x_timeout,1,16,Single-Tool,5,1,1,1.0,1.0,1.0,1132.6547100258501,1132.6547100258501,0.0,0,0.9660203586992245
qwen_latency,degraded_5x_timeout,1,17,Single-Tool,5,3,2,0.6666666666666666,1.0,0.0,577.0616856612387,1154.1233713224774,0.0,0,0.6320429655269924
qwen_latency,degraded_5x_timeout,1,18,Single-Tool,7,2,2,1.0,1.0,1.0,800.6346422098136,1601.2692844196272,0.0,0,0.9519619214674112
qwen_latency,degraded_5x_timeout,1,19,Single-Tool,5,5,4,0.8,1.0,0.0,2764.050742575535,11056.20297030214,0.25,1,-0.03168608910906412
qwen_latency,degraded_5x_timeout,1,20,Single-Tool,5,3,3,1.0,1.0,1.0,3974.469043599626,11923.407130798878,0.3333333333333333,1,0.14229778607603372
qwen_latency,degraded_5x_timeout,1,21,Single-Tool,3,1,1,1.0,1.0,1.0,2209.990509586869,2209.990509586869,0.0,0,0.933700284712394
qwen_latency,degraded_5x_timeout,1,22,Single-Tool,4,3,3,1.0,1.0,1.0,1103.0679477018648,3309.2038431055944,0.3333333333333333,1,0.4007238847068322
qwen_latency,degraded_5x_timeout,1,23,Single-Tool,4,1,3,1.0,1.0,1.0,3211.6290197614785,9634.887059284436,0.6666666666666666,2,-0.2890466117785331
qwen_latency,degraded_5x_timeout,1,24,Single-Tool,6,2,2,1.0,1.0,1.0,3093.1439759104774,6186.287951820955,0.0,0,0.8144113614453714
qwen_latency,degraded_5x_timeout,1,25,Single-Tool,7,5,4,0.6,1.0,0.0,1781.9099749554673,7127.639899821869,0.25,1,-0.1138291969946561
qwen_latency,degraded_5x_timeout,1,26,Single-Tool,3,3,3,1.0,1.0,1.0,1045.708764707824,3137.126294123472,0.0,0,0.9058862111762959
qwen_latency,degraded_5x_timeout,1,27,Single-Tool,4,3,3,1.0,1.0,1.0,3662.4306204251448,10987.291861275435,0.3333333333333333,1,0.17038124416173694
qwen_latency,degraded_5x_timeout,1,28,Single-Tool,6,5,3,0.6,1.0,0.0,1378.3944232132824,4135.183269639847,0.0,0,0.47594450191080456
qwen_latency,degraded_5x_timeout,1,29,Single-Tool,5,4,5,1.0,1.0,1.0,3470.3999500554323,17351.999750277162,0.8,4,-1.5205599925083149
qwen_latency,degraded_5x_timeout,1,30,Single-Tool,5,1,2,1.0,1.0,1.0,5279.935107344227,10559.870214688453,0.5,1,0.1832038935593464
qwen_latency,degraded_5x_timeout,1,31,Single-Tool,6,4,4,0.75,1.0,0.0,4193.103120511888,16772.41248204755,0.5,2,-0.7531723744614266
random,normal,2,0,Single-Tool,8,4,8,1.0,1.0,1.0,649.354186879486,5194.833495035888,0.0,0,0.8441549951489233
random,normal,2,1,Single-Tool,4,2,4,1.0,1.0,1.0,814.3541250073612,3257.4165000294447,0.0,0,0.9022775049991166
random,normal,2,2,Single-Tool,4,4,4,1.0,1.0,1.0,1409.9483972078103,5639.793588831241,0.0,0,0.8308061923350627
random,normal,2,3,Single-Tool,3,2,3,1.0,1.0,1.0,980.0487634525576,2940.146290357673,0.0,0,0.9117956112892698
random,normal,2,4,Single-Tool,5,5,5,1.0,1.0,1.0,701.4526090633713,3507.2630453168563,0.0,0,0.8947821086404943
random,normal,2,5,Single-Tool,6,3,6,1.0,1.0,1.0,462.2148360409647,2773.2890162457884,0.0,0,0.9168013295126264
random,normal,2,6,Single-Tool,7,2,7,1.0,1.0,1.0,641.7825447717975,4492.477813402582,0.0,0,0.8652256655979226
random,normal,2,7,Single-Tool,4,2,4,1.0,1.0,1.0,898.6067159289425,3594.42686371577,0.0,0,0.8921671940885268
random,normal,2,8,Single-Tool,3,2,3,1.0,1.0,1.0,708.5554866552419,2125.6664599657256,0.0,0,0.9362300062010283
random,normal,2,9,Single-Tool,10,3,8,0.6666666666666666,1.0,0.0,534.142703759789,4273.141630078312,0.0,0,0.5384724177643173
random,normal,2,10,Single-Tool,5,2,5,1.0,1.0,1.0,715.1333880760224,3575.666940380112,0.0,0,0.8927299917885967
random,normal,2,11,Single-Tool,7,2,7,1.0,1.0,1.0,761.1080027405302,5327.756019183711,0.0,0,0.8401673194244886
random,normal,2,12,Single-Tool,9,6,8,0.8333333333333334,1.0,0.0,511.3057252799,4090.4458022392,0.0,0,0.7106199592661574
random,normal,2,13,Single-Tool,4,2,4,1.0,1.0,1.0,624.8946688855143,2499.578675542057,0.0,0,0.9250126397337383
random,normal,2,14,Single-Tool,5,1,5,1.0,1.0,1.0,110.89589935718618,554.4794967859309,0.0,0,0.9833656150964221
random,normal,2,15,Single-Tool,4,4,4,1.0,1.0,1.0,354.84659832082366,1419.3863932832946,0.0,0,0.9574184082015011
random,normal,2,16,Single-Tool,5,1,5,1.0,1.0,1.0,525.0769978379634,2625.384989189817,0.0,0,0.9212384503243055
random,normal,2,17,Single-Tool,5,3,5,1.0,1.0,1.0,123.78267786814949,618.9133893407475,0.0,0,0.9814325983197776
random,normal,2,18,Single-Tool,7,2,7,1.0,1.0,1.0,547.2436898651406,3830.7058290559844,0.0,0,0.8850788251283205
random,normal,2,19,Single-Tool,5,5,5,1.0,1.0,1.0,571.4541623305611,2857.2708116528056,0.0,0,0.9142818756504159
random,normal,2,20,Single-Tool,5,3,5,1.0,1.0,1.0,748.9912783765207,3744.9563918826034,0.0,0,0.8876513082435219
random,normal,2,21,Single-Tool,3,1,3,1.0,1.0,1.0,1041.1326957051022,3123.3980871153067,0.0,0,0.9062980573865408
random,normal,2,22,Single-Tool,4,3,4,1.0,1.0,1.0,335.80230935440255,1343.2092374176102,0.0,0,0.9597037228774717
random,normal,2,23,Single-Tool,4,1,4,1.0,1.0,1.0,705.2553751995222,2821.0215007980887,0.0,0,0.9153693549760573
random,normal,2,24,Single-Tool,6,2,6,1.0,1.0,1.0,292.9197149140639,1757.5182894843833,0.0,0,0.9472744513154685
random,normal,2,25,Single-Tool,7,5,7,1.0,1.0,1.0,415.7245600979941,2910.0719206859585,0.0,0,0.9126978423794212
random,normal,2,26,Single-Tool,3,3,3,1.0,1.0,1.0,205.1139780900065,615.3419342700195,0.0,0,0.9815397419718994
random,normal,2,27,Single-Tool,4,3,4,1.0,1.0,1.0,686.7569942978062,2747.0279771912246,0.0,0,0.9175891606842632
random,normal,2,28,Single-Tool,6,5,6,1.0,1.0,1.0,697.629939178296,4185.779635069776,0.0,0,0.8744266109479067
random,normal,2,29,Single-Tool,5,4,5,1.0,1.0,1.0,693.8405795294815,3469.2028976474076,0.0,0,0.8959239130705777
random,normal,2,30,Single-Tool,5,1,5,1.0,1.0,1.0,662.4208789204845,3312.1043946024224,0.0,0,0.9006368681619273
random,normal,2,31,Single-Tool,6,4,6,1.0,1.0,1.0,582.6768152061751,3496.0608912370503,0.0,0,0.8951181732628885
latency_aware,normal,2,0,Single-Tool,8,4,8,1.0,1.0,1.0,688.338992832662,5506.711942661296,0.0,0,0.8347986417201612
latency_aware,normal,2,1,Single-Tool,4,2,4,1.0,1.0,1.0,649.2703090814467,2597.081236325787,0.0,0,0.9220875629102264
latency_aware,normal,2,2,Single-Tool,4,4,4,1.0,1.0,1.0,984.917696254016,3939.670785016064,0.0,0,0.8818098764495181
latency_aware,normal,2,3,Single-Tool,3,2,3,1.0,1.0,1.0,994.6125015536066,2983.83750466082,0.0,0,0.9104848748601754
latency_aware,normal,2,4,Single-Tool,5,5,5,1.0,1.0,1.0,696.7152951615369,3483.5764758076843,0.0,0,0.8954927057257694
latency_aware,normal,2,5,Single-Tool,6,3,6,1.0,1.0,1.0,523.6628318188833,3141.9769909133,0.0,0,0.905740690272601
