method,step,value
catp_llm_train_loss,5279.0,0.069211
catp_llm_train_loss,5280.0,0.064843
catp_llm_train_loss,5281.0,0.062465
catp_llm_train_loss,5282.0,0.117281
catp_llm_train_loss,5283.0,0.096188
catp_llm_train_loss,5284.0,0.094672
catp_llm_train_loss,5285.0,0.12126
catp_llm_train_loss,5286.0,0.110384
catp_llm_train_loss,5287.0,0.092235
catp_llm_train_loss,5288.0,0.087722
catp_llm_train_loss,5289.0,0.09406
catp_llm_train_loss,5290.0,0.081428
catp_llm_train_loss,5291.0,0.082156
catp_llm_train_loss,5292.0,0.103041
catp_llm_train_loss,5293.0,0.023282
catp_llm_train_loss,5294.0,0.023821
catp_llm_train_loss,5295.0,0.050726
catp_llm_train_loss,5296.0,0.050715
catp_llm_train_loss,5297.0,0.035088
catp_llm_train_loss,5298.0,0.034343
catp_llm_train_loss,5299.0,0.123431
catp_llm_train_loss,5300.0,0.111119
catp_llm_train_loss,5301.0,0.118648
catp_llm_train_loss,5302.0,0.637595
catp_llm_train_loss,5303.0,0.065873
catp_llm_train_loss,5304.0,0.058111
catp_llm_train_loss,5305.0,0.058013
catp_llm_train_loss,5306.0,0.072089
catp_llm_train_loss,5307.0,0.079895
catp_llm_train_loss,5308.0,0.015749
catp_llm_train_loss,5309.0,0.015855
catp_llm_train_loss,5310.0,0.076675
catp_llm_train_loss,5311.0,0.061048
catp_llm_train_loss,5312.0,0.062247
catp_llm_train_loss,5313.0,0.068884
catp_llm_train_loss,5314.0,0.055755
catp_llm_train_loss,5315.0,0.058726
catp_llm_train_loss,5316.0,0.105339
catp_llm_train_loss,5317.0,0.055863
catp_llm_train_loss,5318.0,0.051441
catp_llm_train_loss,5319.0,0.04983
catp_llm_train_loss,5320.0,0.036622
catp_llm_train_loss,5321.0,0.016594
catp_llm_train_loss,5322.0,0.016243
catp_llm_train_loss,5323.0,0.104811
catp_llm_train_loss,5324.0,0.093044
catp_llm_train_loss,5325.0,0.091999
catp_llm_train_loss,5326.0,0.113685
catp_llm_train_loss,5327.0,0.069803
catp_llm_train_loss,5328.0,0.070451
catp_llm_train_loss,5329.0,0.167117
catp_llm_train_loss,5330.0,0.08877
catp_llm_train_loss,5331.0,0.08961
catp_llm_train_loss,5332.0,0.134768
catp_llm_train_loss,5333.0,0.134621
catp_llm_train_loss,5334.0,0.053435
catp_llm_train_loss,5335.0,0.051577
catp_llm_train_loss,5336.0,0.057843
catp_llm_train_loss,5337.0,0.055453
catp_llm_train_loss,5338.0,0.046323
catp_llm_train_loss,5339.0,0.049868
catp_llm_train_loss,5340.0,0.183938
catp_llm_train_loss,5341.0,0.153533
catp_llm_train_loss,5342.0,0.154301
catp_llm_train_loss,5343.0,0.077578
catp_llm_train_loss,5344.0,0.082968
catp_llm_train_loss,5345.0,0.136974
catp_llm_train_loss,5346.0,0.138196
catp_llm_train_loss,5347.0,0.06634
catp_llm_train_loss,5348.0,0.064541
catp_llm_train_loss,5349.0,0.054648
catp_llm_train_loss,5350.0,0.036302
catp_llm_train_loss,5351.0,0.038596
catp_llm_train_loss,5352.0,0.23989
catp_llm_train_loss,5353.0,0.074647
catp_llm_train_loss,5354.0,0.050338
catp_llm_train_loss,5355.0,0.047009
catp_llm_train_loss,5356.0,0.042026
catp_llm_train_loss,5357.0,0.032494
catp_llm_train_loss,5358.0,0.009714
catp_llm_train_loss,5359.0,0.010728
catp_llm_train_loss,5360.0,0.034649
catp_llm_train_loss,5361.0,0.023256
catp_llm_train_loss,5362.0,0.020659
catp_llm_train_loss,5363.0,0.023172
catp_llm_train_loss,5364.0,0.344651
catp_llm_train_loss,5365.0,0.456352
catp_llm_train_loss,5366.0,0.462717
catp_llm_train_loss,5367.0,0.104831
catp_llm_train_loss,5368.0,0.083402
catp_llm_train_loss,5369.0,0.080936
catp_llm_train_loss,5370.0,0.072472
catp_llm_train_loss,5371.0,0.03438
catp_llm_train_loss,5372.0,0.006305
catp_llm_train_loss,5373.0,0.005436
catp_llm_train_loss,5374.0,0.101143
catp_llm_train_loss,5375.0,0.096521
catp_llm_train_loss,5376.0,0.095757
catp_llm_train_loss,5377.0,0.078583
catp_llm_train_loss,5378.0,0.030874
catp_llm_train_loss,5379.0,0.030903
catp_llm_train_loss,5380.0,0.565014
catp_llm_train_loss,5381.0,0.065427
catp_llm_train_loss,5382.0,0.030392
catp_llm_train_loss,5383.0,0.02857
catp_llm_train_loss,5384.0,0.183154
catp_llm_train_loss,5385.0,0.190467
catp_llm_train_loss,5386.0,0.20354
catp_llm_train_loss,5387.0,0.052638
catp_llm_train_loss,5388.0,0.026799
catp_llm_train_loss,5389.0,0.028251
catp_llm_train_loss,5390.0,0.498405
catp_llm_train_loss,5391.0,0.129688
catp_llm_train_loss,5392.0,0.077412
catp_llm_train_loss,5393.0,0.074007
catp_llm_train_loss,5394.0,0.078091
catp_llm_train_loss,5395.0,0.074158
catp_llm_train_loss,5396.0,0.075071
catp_llm_train_loss,5397.0,0.089593
catp_llm_train_loss,5398.0,0.158707
catp_llm_train_loss,5399.0,0.123797
catp_llm_train_loss,5400.0,0.130404
catp_llm_train_loss,5401.0,0.11711
catp_llm_train_loss,5402.0,0.068436
catp_llm_train_loss,5403.0,0.06896
catp_llm_train_loss,5404.0,0.070161
catp_llm_train_loss,5405.0,0.070838
catp_llm_train_loss,5406.0,0.05311
catp_llm_train_loss,5407.0,0.057317
catp_llm_train_loss,5408.0,0.169798
catp_llm_train_loss,5409.0,0.129955
catp_llm_train_loss,5410.0,0.128017
catp_llm_train_loss,5411.0,0.126158
catp_llm_train_loss,5412.0,0.185503
catp_llm_train_loss,5413.0,0.136135
catp_llm_train_loss,5414.0,0.134997
catp_llm_train_loss,5415.0,0.248349
catp_llm_train_loss,5416.0,0.238116
catp_llm_train_loss,5417.0,0.221322
catp_llm_train_loss,5418.0,0.214929
catp_llm_train_loss,5419.0,0.188632
catp_llm_train_loss,5420.0,0.138571
catp_llm_train_loss,5421.0,0.084808
catp_llm_train_loss,5422.0,0.088279
catp_llm_train_loss,5423.0,0.126876
catp_llm_train_loss,5424.0,0.083421
catp_llm_train_loss,5425.0,0.076637
catp_llm_train_loss,5426.0,0.082408
catp_llm_train_loss,5427.0,0.077319
catp_llm_train_loss,5428.0,0.060392
catp_llm_train_loss,5429.0,0.06111
catp_llm_train_loss,5430.0,0.047968
catp_llm_train_loss,5431.0,0.048089
catp_llm_train_loss,5432.0,0.031311
catp_llm_train_loss,5433.0,0.027615
catp_llm_train_loss,5434.0,0.124619
catp_llm_train_loss,5435.0,0.073428
catp_llm_train_loss,5436.0,0.075299
catp_llm_train_loss,5437.0,0.065335
catp_llm_train_loss,5438.0,0.059593
catp_llm_train_loss,5439.0,0.01713
catp_llm_train_loss,5440.0,0.028044
catp_llm_train_loss,5441.0,0.084412
catp_llm_train_loss,5442.0,0.06512
catp_llm_train_loss,5443.0,0.066684
catp_llm_train_loss,5444.0,0.109363
catp_llm_train_loss,5445.0,0.105544
catp_llm_train_loss,5446.0,0.07532
catp_llm_train_loss,5447.0,0.06894
catp_llm_train_loss,5448.0,0.054786
catp_llm_train_loss,5449.0,0.053643
catp_llm_train_loss,5450.0,0.015221
catp_llm_train_loss,5451.0,0.014747
catp_llm_train_loss,5452.0,0.153158
catp_llm_train_loss,5453.0,0.113973
catp_llm_train_loss,5454.0,0.109701
catp_llm_train_loss,5455.0,0.112375
catp_llm_train_loss,5456.0,0.101033
catp_llm_train_loss,5457.0,0.070518
catp_llm_train_loss,5458.0,0.070682
catp_llm_train_loss,5459.0,0.08802
catp_llm_train_loss,5460.0,0.054403
catp_llm_train_loss,5461.0,0.054462
catp_llm_train_loss,5462.0,0.469905
catp_llm_train_loss,5463.0,0.075664
catp_llm_train_loss,5464.0,0.041291
catp_llm_train_loss,5465.0,0.038244
catp_llm_train_loss,5466.0,0.120593
catp_llm_train_loss,5467.0,0.086702
catp_llm_train_loss,5468.0,0.094952
catp_llm_train_loss,5469.0,0.107398
catp_llm_train_loss,5470.0,0.053369
catp_llm_train_loss,5471.0,0.05836
catp_llm_train_loss,5472.0,0.079012
catp_llm_train_loss,5473.0,0.049504
catp_llm_train_loss,5474.0,0.046362
catp_llm_train_loss,5475.0,0.055742
catp_llm_train_loss,5476.0,0.052838
catp_llm_train_loss,5477.0,0.03767
catp_llm_train_loss,5478.0,0.036478
catp_llm_train_loss,5479.0,0.120214
catp_llm_train_loss,5480.0,0.0526
catp_llm_train_loss,5481.0,0.05339
catp_llm_train_loss,5482.0,0.40541
catp_llm_train_loss,5483.0,0.280191
catp_llm_train_loss,5484.0,0.085488
catp_llm_train_loss,5485.0,0.062245
catp_llm_train_loss,5486.0,0.060656
catp_llm_train_loss,5487.0,0.141989
catp_llm_train_loss,5488.0,0.138835
catp_llm_train_loss,5489.0,0.106944
catp_llm_train_loss,5490.0,0.24887
catp_llm_train_loss,5491.0,0.261949
catp_llm_train_loss,5492.0,0.23984
catp_llm_train_loss,5493.0,0.200524
catp_llm_train_loss,5494.0,0.214291
catp_llm_train_loss,5495.0,0.212043
catp_llm_train_loss,5496.0,0.18039
catp_llm_train_loss,5497.0,0.131678
catp_llm_train_loss,5498.0,0.128611
catp_llm_train_loss,5499.0,0.114878
catp_llm_train_loss,5500.0,0.072244
catp_llm_train_loss,5501.0,0.070522
catp_llm_train_loss,5502.0,0.075401
catp_llm_train_loss,5503.0,0.081236
catp_llm_train_loss,5504.0,0.050767
catp_llm_train_loss,5505.0,0.048872
catp_llm_train_loss,5506.0,0.130578
catp_llm_train_loss,5507.0,0.084477
catp_llm_train_loss,5508.0,0.091952
catp_llm_train_loss,5509.0,0.094932
catp_llm_train_loss,5510.0,0.045443
catp_llm_train_loss,5511.0,0.046176
catp_llm_train_loss,5512.0,0.10031
catp_llm_train_loss,5513.0,0.094399
catp_llm_train_loss,5514.0,0.065184
catp_llm_train_loss,5515.0,0.061653
catp_llm_train_loss,5516.0,0.092427
catp_llm_train_loss,5517.0,0.034729
catp_llm_train_loss,5518.0,0.033995
catp_llm_train_loss,5519.0,0.074788
catp_llm_train_loss,5520.0,0.071539
catp_llm_train_loss,5521.0,0.022777
catp_llm_train_loss,5522.0,0.023297
catp_llm_train_loss,5523.0,0.035845
catp_llm_train_loss,5524.0,0.033136
catp_llm_train_loss,5525.0,0.025931
catp_llm_train_loss,5526.0,0.026198
catp_llm_train_loss,5527.0,0.030881
catp_llm_train_loss,5528.0,0.030326
catp_llm_train_loss,5529.0,0.022909
catp_llm_train_loss,5530.0,0.02578
catp_llm_train_loss,5531.0,0.157582
catp_llm_train_loss,5532.0,0.098125
catp_llm_train_loss,5533.0,0.079711
catp_llm_train_loss,5534.0,0.149603
catp_llm_train_loss,5535.0,0.118802
catp_llm_train_loss,5536.0,0.141873
catp_llm_train_loss,5537.0,0.152384
catp_llm_train_loss,5538.0,0.125553
catp_llm_train_loss,5539.0,0.042874
catp_llm_train_loss,5540.0,0.044322
catp_llm_train_loss,5541.0,0.064996
catp_llm_train_loss,5542.0,0.041346
catp_llm_train_loss,5543.0,0.010048
catp_llm_train_loss,5544.0,0.010459
catp_llm_train_loss,5545.0,0.06417
catp_llm_train_loss,5546.0,0.05318
catp_llm_train_loss,5547.0,0.049452
catp_llm_train_loss,5548.0,0.045752
catp_llm_train_loss,5549.0,0.067676
catp_llm_train_loss,5550.0,0.017277
catp_llm_train_loss,5551.0,0.05536
catp_llm_train_loss,5552.0,0.10296
catp_llm_train_loss,5553.0,0.036759
catp_llm_train_loss,5554.0,0.032275
catp_llm_train_loss,5555.0,0.081761
catp_llm_train_loss,5556.0,0.072674
catp_llm_train_loss,5557.0,0.074017
catp_llm_train_loss,5558.0,0.076822
catp_llm_train_loss,5559.0,0.072835
catp_llm_train_loss,5560.0,0.021639
catp_llm_train_loss,5561.0,0.026442
catp_llm_train_loss,5562.0,0.088328
catp_llm_train_loss,5563.0,0.081031
catp_llm_train_loss,5564.0,0.058229
catp_llm_train_loss,5565.0,0.057404
catp_llm_train_loss,5566.0,0.626392
catp_llm_train_loss,5567.0,0.320825
catp_llm_train_loss,5568.0,0.179301
catp_llm_train_loss,5569.0,0.118423
catp_llm_train_loss,5570.0,0.122897
catp_llm_train_loss,5571.0,0.127436
catp_llm_train_loss,5572.0,0.111601
catp_llm_train_loss,5573.0,0.071513
catp_llm_train_loss,5574.0,0.06965
catp_llm_train_loss,5575.0,0.071188
catp_llm_train_loss,5576.0,0.074015
catp_llm_train_loss,5577.0,0.015158
catp_llm_train_loss,5578.0,0.023668
catp_llm_train_loss,5579.0,0.117186
catp_llm_train_loss,5580.0,0.083084
catp_llm_train_loss,5581.0,0.087721
catp_llm_train_loss,5582.0,0.117578
catp_llm_train_loss,5583.0,0.100178
catp_llm_train_loss,5584.0,0.013843
catp_llm_train_loss,5585.0,0.014659
catp_llm_train_loss,5586.0,0.123294
catp_llm_train_loss,5587.0,0.091735
catp_llm_train_loss,5588.0,0.087612
catp_llm_train_loss,5589.0,0.171457
catp_llm_train_loss,5590.0,0.162965
catp_llm_train_loss,5591.0,0.169383
catp_llm_train_loss,5592.0,0.16892
catp_llm_train_loss,5593.0,0.167221
catp_llm_train_loss,5594.0,0.154903
catp_llm_train_loss,5595.0,0.094589
catp_llm_train_loss,5596.0,0.100061
catp_llm_train_loss,5597.0,0.180109
catp_llm_train_loss,5598.0,0.146434
catp_llm_train_loss,5599.0,0.152494
catp_llm_train_loss,5600.0,0.177792
catp_llm_train_loss,5601.0,0.155414
catp_llm_train_loss,5602.0,0.114113
catp_llm_train_loss,5603.0,0.120256
catp_llm_train_loss,5604.0,0.085824
catp_llm_train_loss,5605.0,0.058969
catp_llm_train_loss,5606.0,0.052892
catp_llm_train_loss,5607.0,0.073203
catp_llm_train_loss,5608.0,0.070484
catp_llm_train_loss,5609.0,0.052102
catp_llm_train_loss,5610.0,0.050307
catp_llm_train_loss,5611.0,0.092228
catp_llm_train_loss,5612.0,0.018339
catp_llm_train_loss,5613.0,0.021046
catp_llm_train_loss,5614.0,0.026954
catp_llm_train_loss,5615.0,0.024431
catp_llm_train_loss,5616.0,0.013041
catp_llm_train_loss,5617.0,0.012587
catp_llm_train_loss,5618.0,0.122359
catp_llm_train_loss,5619.0,0.084556
catp_llm_train_loss,5620.0,0.082603
catp_llm_train_loss,5621.0,0.163123
catp_llm_train_loss,5622.0,0.152257
catp_llm_train_loss,5623.0,0.090119
catp_llm_train_loss,5624.0,0.084681
catp_llm_train_loss,5625.0,0.685659
catp_llm_train_loss,5626.0,0.089539
catp_llm_train_loss,5627.0,0.060586
catp_llm_train_loss,5628.0,0.067417
catp_llm_train_loss,5629.0,0.060593
catp_llm_train_loss,5630.0,0.063675
catp_llm_train_loss,5631.0,0.010348
catp_llm_train_loss,5632.0,0.008614
catp_llm_train_loss,5633.0,0.203177
catp_llm_train_loss,5634.0,0.168955
catp_llm_train_loss,5635.0,0.138058
catp_llm_train_loss,5636.0,0.055511
catp_llm_train_loss,5637.0,0.032878
catp_llm_train_loss,5638.0,0.029156
catp_llm_train_loss,5639.0,0.072193
catp_llm_train_loss,5640.0,0.061904
catp_llm_train_loss,5641.0,0.039499
catp_llm_train_loss,5642.0,0.039982
catp_llm_train_loss,5643.0,0.093891
catp_llm_train_loss,5644.0,0.067135
catp_llm_train_loss,5645.0,0.065947
catp_llm_train_loss,5646.0,0.091723
catp_llm_train_loss,5647.0,0.089755
catp_llm_train_loss,5648.0,0.049456
catp_llm_train_loss,5649.0,0.052046
catp_llm_train_loss,5650.0,0.178083
catp_llm_train_loss,5651.0,0.107319
catp_llm_train_loss,5652.0,0.108154
catp_llm_train_loss,5653.0,0.081282
catp_llm_train_loss,5654.0,0.056917
catp_llm_train_loss,5655.0,0.052115
catp_llm_train_loss,5656.0,0.055057
catp_llm_train_loss,5657.0,0.04467
catp_llm_train_loss,5658.0,0.018864
catp_llm_train_loss,5659.0,0.020552
catp_llm_train_loss,5660.0,0.069483
catp_llm_train_loss,5661.0,0.04423
catp_llm_train_loss,5662.0,0.037138
catp_llm_train_loss,5663.0,0.119629
catp_llm_train_loss,5664.0,0.119059
catp_llm_train_loss,5665.0,0.08233
catp_llm_train_loss,5666.0,0.080388
catp_llm_train_loss,5667.0,0.202689
catp_llm_train_loss,5668.0,0.149328
catp_llm_train_loss,5669.0,0.144522
catp_llm_train_loss,5670.0,0.122341
catp_llm_train_loss,5671.0,0.095075
catp_llm_train_loss,5672.0,0.098764
catp_llm_train_loss,5673.0,0.094744
catp_llm_train_loss,5674.0,0.069745
catp_llm_train_loss,5675.0,0.070031
catp_llm_train_loss,5676.0,0.097487
catp_llm_train_loss,5677.0,0.091914
catp_llm_train_loss,5678.0,0.091104
catp_llm_train_loss,5679.0,0.087371
catp_llm_train_loss,5680.0,0.071765
catp_llm_train_loss,5681.0,0.057973
catp_llm_train_loss,5682.0,0.023301
catp_llm_train_loss,5683.0,0.022032
catp_llm_train_loss,5684.0,0.124825
catp_llm_train_loss,5685.0,0.100213
catp_llm_train_loss,5686.0,0.094084
catp_llm_train_loss,5687.0,0.089347
catp_llm_train_loss,5688.0,0.092309
catp_llm_train_loss,5689.0,0.025622
catp_llm_train_loss,5690.0,0.026937
catp_llm_train_loss,5691.0,0.094689
catp_llm_train_loss,5692.0,0.059654
catp_llm_train_loss,5693.0,0.059677
catp_llm_train_loss,5694.0,0.074857
catp_llm_train_loss,5695.0,0.04379
catp_llm_train_loss,5696.0,0.042787
catp_llm_train_loss,5697.0,0.062828
catp_llm_train_loss,5698.0,0.04945
catp_llm_train_loss,5699.0,0.027652
catp_llm_train_loss,5700.0,0.030647
catp_llm_train_loss,5701.0,0.26222
catp_llm_train_loss,5702.0,0.150921
catp_llm_train_loss,5703.0,0.11553
catp_llm_train_loss,5704.0,0.117358
catp_llm_train_loss,5705.0,0.089615
catp_llm_train_loss,5706.0,0.06583
catp_llm_train_loss,5707.0,0.073281
catp_llm_train_loss,5708.0,0.058107
catp_llm_train_loss,5709.0,0.027686
catp_llm_train_loss,5710.0,0.027482
catp_llm_train_loss,5711.0,0.11507
catp_llm_train_loss,5712.0,0.113449
catp_llm_train_loss,5713.0,0.099111
catp_llm_train_loss,5714.0,0.099599
catp_llm_train_loss,5715.0,0.126139
catp_llm_train_loss,5716.0,0.07379
catp_llm_train_loss,5717.0,0.069692
catp_llm_train_loss,5718.0,0.215912
catp_llm_train_loss,5719.0,0.190907
catp_llm_train_loss,5720.0,0.186391
catp_llm_train_loss,5721.0,0.1506
catp_llm_train_loss,5722.0,0.123104
catp_llm_train_loss,5723.0,0.118983
catp_llm_train_loss,5724.0,0.136807
catp_llm_train_loss,5725.0,0.125454
catp_llm_train_loss,5726.0,0.132613
catp_llm_train_loss,5727.0,0.13577
catp_llm_train_loss,5728.0,0.098187
catp_llm_train_loss,5729.0,0.072479
catp_llm_train_loss,5730.0,0.067251
catp_llm_train_loss,5731.0,0.138137
catp_llm_train_loss,5732.0,0.104485
catp_llm_train_loss,5733.0,0.122738
catp_llm_train_loss,5734.0,0.117084
catp_llm_train_loss,5735.0,0.072542
catp_llm_train_loss,5736.0,0.043808
catp_llm_train_loss,5737.0,0.043456
catp_llm_train_loss,5738.0,0.11633
catp_llm_train_loss,5739.0,0.027851
catp_llm_train_loss,5740.0,0.025033
catp_llm_train_loss,5741.0,0.095078
catp_llm_train_loss,5742.0,0.052517
catp_llm_train_loss,5743.0,0.049667
catp_llm_train_loss,5744.0,0.164125
catp_llm_train_loss,5745.0,0.14635
catp_llm_train_loss,5746.0,0.148154
catp_llm_train_loss,5747.0,0.124964
catp_llm_train_loss,5748.0,0.218739
catp_llm_train_loss,5749.0,0.06229
catp_llm_train_loss,5750.0,0.049192
catp_llm_train_loss,5751.0,0.05062
catp_llm_train_loss,5752.0,0.223306
catp_llm_train_loss,5753.0,0.183587
catp_llm_train_loss,5754.0,0.187696
catp_llm_train_loss,5755.0,0.110338
catp_llm_train_loss,5756.0,0.054136
catp_llm_train_loss,5757.0,0.060101
catp_llm_train_loss,5758.0,0.175106
catp_llm_train_loss,5759.0,0.072234
catp_llm_train_loss,5760.0,0.069387
catp_llm_train_loss,5761.0,0.06601
catp_llm_train_loss,5762.0,0.061082
catp_llm_train_loss,5763.0,0.045545
catp_llm_train_loss,5764.0,0.040136
catp_llm_train_loss,5765.0,0.120533
catp_llm_train_loss,5766.0,0.077012
catp_llm_train_loss,5767.0,0.072075
catp_llm_train_loss,5768.0,0.057658
catp_llm_train_loss,5769.0,0.053958
catp_llm_train_loss,5770.0,0.032641
catp_llm_train_loss,5771.0,0.033564
catp_llm_train_loss,5772.0,0.096173
catp_llm_train_loss,5773.0,0.054013
catp_llm_train_loss,5774.0,0.052748
catp_llm_train_loss,5775.0,0.080397
catp_llm_train_loss,5776.0,0.038595
catp_llm_train_loss,5777.0,0.039703
catp_llm_train_loss,5778.0,0.037876
catp_llm_train_loss,5779.0,0.065967
catp_llm_train_loss,5780.0,0.023219
catp_llm_train_loss,5781.0,0.020954
catp_llm_train_loss,5782.0,0.099402
catp_llm_train_loss,5783.0,0.037362
catp_llm_train_loss,5784.0,0.039405
catp_llm_train_loss,5785.0,0.169939
catp_llm_train_loss,5786.0,0.09362
catp_llm_train_loss,5787.0,0.031484
catp_llm_train_loss,5788.0,0.035716
catp_llm_train_loss,5789.0,0.120021
catp_llm_train_loss,5790.0,0.050562
catp_llm_train_loss,5791.0,0.049915
catp_llm_train_loss,5792.0,0.060947
catp_llm_train_loss,5793.0,0.086876
catp_llm_train_loss,5794.0,0.012379
catp_llm_train_loss,5795.0,0.018402
catp_llm_train_loss,5796.0,0.018023
catp_llm_train_loss,5797.0,0.014964
catp_llm_train_loss,5798.0,0.009879
catp_llm_train_loss,5799.0,0.010902
catp_llm_train_loss,5800.0,0.146707
catp_llm_train_loss,5801.0,0.083835
catp_llm_train_loss,5802.0,0.096984
catp_llm_train_loss,5803.0,0.084843
catp_llm_train_loss,5804.0,0.054324
catp_llm_train_loss,5805.0,0.005146
catp_llm_train_loss,5806.0,0.004599
catp_llm_train_loss,5807.0,0.217572
catp_llm_train_loss,5808.0,0.088275
catp_llm_train_loss,5809.0,0.058672
catp_llm_train_loss,5810.0,0.056385
catp_llm_train_loss,5811.0,0.17806
catp_llm_train_loss,5812.0,0.116202
catp_llm_train_loss,5813.0,0.121762
catp_llm_train_loss,5814.0,0.119959
catp_llm_train_loss,5815.0,0.201043
catp_llm_train_loss,5816.0,0.128527
catp_llm_train_loss,5817.0,0.130253
catp_llm_train_loss,5818.0,0.115058
catp_llm_train_loss,5819.0,0.089195
catp_llm_train_loss,5820.0,0.001872
catp_llm_train_loss,5821.0,0.001976
catp_llm_train_loss,5822.0,0.130204
catp_llm_train_loss,5823.0,0.062295
catp_llm_train_loss,5824.0,0.068186
catp_llm_train_loss,5825.0,0.074994
catp_llm_train_loss,5826.0,0.087918
catp_llm_train_loss,5827.0,0.071329
catp_llm_train_loss,5828.0,0.076142
catp_llm_train_loss,5829.0,0.029895
catp_llm_train_loss,5830.0,0.005329
catp_llm_train_loss,5831.0,0.00574
catp_llm_train_loss,5832.0,0.117967
catp_llm_train_loss,5833.0,0.081997
catp_llm_train_loss,5834.0,0.099105
catp_llm_train_loss,5835.0,0.080986
catp_llm_train_loss,5836.0,0.049103
catp_llm_train_loss,5837.0,0.013614
catp_llm_train_loss,5838.0,0.012456
catp_llm_train_loss,5839.0,0.081351
catp_llm_train_loss,5840.0,0.044846
catp_llm_train_loss,5841.0,0.0381
catp_llm_train_loss,5842.0,0.053562
catp_llm_train_loss,5843.0,0.003322
catp_llm_train_loss,5844.0,0.002954
catp_llm_train_loss,5845.0,0.113822
catp_llm_train_loss,5846.0,0.105364
catp_llm_train_loss,5847.0,0.117659
catp_llm_train_loss,5848.0,0.246662
catp_llm_train_loss,5849.0,0.245165
catp_llm_train_loss,5850.0,0.204059
catp_llm_train_loss,5851.0,0.338903
catp_llm_train_loss,5852.0,0.070092
catp_llm_train_loss,5853.0,0.01401
catp_llm_train_loss,5854.0,0.024518
catp_llm_train_loss,5855.0,0.408823
catp_llm_train_loss,5856.0,0.171399
catp_llm_train_loss,5857.0,0.102979
catp_llm_train_loss,5858.0,0.093704
catp_llm_train_loss,5859.0,0.090711
catp_llm_train_loss,5860.0,0.060933
catp_llm_train_loss,5861.0,0.011909
catp_llm_train_loss,5862.0,0.010177
catp_llm_train_loss,5863.0,0.152788
catp_llm_train_loss,5864.0,0.029077
catp_llm_train_loss,5865.0,0.020695
catp_llm_train_loss,5866.0,0.006808
catp_llm_train_loss,5867.0,0.13722
catp_llm_train_loss,5868.0,0.09168
catp_llm_train_loss,5869.0,0.090226
catp_llm_train_loss,5870.0,0.251329
catp_llm_train_loss,5871.0,0.190505
catp_llm_train_loss,5872.0,0.196922
catp_llm_train_loss,5873.0,0.664546
catp_llm_train_loss,5874.0,0.204833
catp_llm_train_loss,5875.0,0.142659
catp_llm_train_loss,5876.0,0.132476
catp_llm_train_loss,5877.0,0.13081
catp_llm_train_loss,5878.0,0.148927
catp_llm_train_loss,5879.0,0.0836
catp_llm_train_loss,5880.0,0.083586
catp_llm_train_loss,5881.0,0.111559
catp_llm_train_loss,5882.0,0.152623
catp_llm_train_loss,5883.0,0.08692
catp_llm_train_loss,5884.0,0.078556
catp_llm_train_loss,5885.0,0.070302
catp_llm_train_loss,5886.0,0.053586
catp_llm_train_loss,5887.0,0.030923
catp_llm_train_loss,5888.0,0.028459
catp_llm_train_loss,5889.0,0.105814
catp_llm_train_loss,5890.0,0.055038
catp_llm_train_loss,5891.0,0.054583
catp_llm_train_loss,5892.0,0.165031
catp_llm_train_loss,5893.0,0.140785
catp_llm_train_loss,5894.0,0.112491
catp_llm_train_loss,5895.0,0.110902
catp_llm_train_loss,5896.0,0.120526
catp_llm_train_loss,5897.0,0.090423
catp_llm_train_loss,5898.0,0.085809
catp_llm_train_loss,5899.0,0.068698
catp_llm_train_loss,5900.0,0.065763
catp_llm_train_loss,5901.0,0.037857
catp_llm_train_loss,5902.0,0.040117
catp_llm_train_loss,5903.0,0.190359
catp_llm_train_loss,5904.0,0.133022
catp_llm_train_loss,5905.0,0.135996
catp_llm_train_loss,5906.0,0.149703
catp_llm_train_loss,5907.0,0.332436
catp_llm_train_loss,5908.0,0.138645
catp_llm_train_loss,5909.0,0.145484
catp_llm_train_loss,5910.0,0.308165
catp_llm_train_loss,5911.0,0.08282
catp_llm_train_loss,5912.0,0.048211
catp_llm_train_loss,5913.0,0.05035
catp_llm_train_loss,5914.0,0.137881
catp_llm_train_loss,5915.0,0.128883
catp_llm_train_loss,5916.0,0.111584
catp_llm_train_loss,5917.0,0.112231
catp_llm_train_loss,5918.0,0.21254
catp_llm_train_loss,5919.0,0.172622
catp_llm_train_loss,5920.0,0.171505
catp_llm_train_loss,5921.0,0.12036
catp_llm_train_loss,5922.0,0.09274
catp_llm_train_loss,5923.0,0.094034
catp_llm_train_loss,5924.0,0.115703
catp_llm_train_loss,5925.0,0.086938
catp_llm_train_loss,5926.0,0.035846
catp_llm_train_loss,5927.0,0.033764
catp_llm_train_loss,5928.0,0.089678
catp_llm_train_loss,5929.0,0.087244
catp_llm_train_loss,5930.0,0.076989
catp_llm_train_loss,5931.0,0.084569
catp_llm_train_loss,5932.0,0.079062
catp_llm_train_loss,5933.0,0.035514
catp_llm_train_loss,5934.0,0.038774
catp_llm_train_loss,5935.0,0.055791
catp_llm_train_loss,5936.0,0.050356
catp_llm_train_loss,5937.0,0.045278
catp_llm_train_loss,5938.0,0.049048
catp_llm_train_loss,5939.0,0.152792
catp_llm_train_loss,5940.0,0.068288
catp_llm_train_loss,5941.0,0.047529
catp_llm_train_loss,5942.0,0.049947
catp_llm_train_loss,5943.0,0.475997
catp_llm_train_loss,5944.0,0.05752
