method,step,value
catp_llm_train_loss,1359.0,0.379382
catp_llm_train_loss,1360.0,0.288528
catp_llm_train_loss,1361.0,0.254685
catp_llm_train_loss,1362.0,0.26307
catp_llm_train_loss,1363.0,0.254798
catp_llm_train_loss,1364.0,0.273509
catp_llm_train_loss,1365.0,0.321036
catp_llm_train_loss,1366.0,0.343065
catp_llm_train_loss,1367.0,0.278533
catp_llm_train_loss,1368.0,0.339573
catp_llm_train_loss,1369.0,0.22213
catp_llm_train_loss,1370.0,0.126602
catp_llm_train_loss,1371.0,0.124337
catp_llm_train_loss,1372.0,0.114534
catp_llm_train_loss,1373.0,0.161316
catp_llm_train_loss,1374.0,0.127065
catp_llm_train_loss,1375.0,0.172246
catp_llm_train_loss,1376.0,0.190031
catp_llm_train_loss,1377.0,0.170387
catp_llm_train_loss,1378.0,0.222354
catp_llm_train_loss,1379.0,0.229365
catp_llm_train_loss,1380.0,0.225675
catp_llm_train_loss,1381.0,0.296934
catp_llm_train_loss,1382.0,0.310969
catp_llm_train_loss,1383.0,0.228755
catp_llm_train_loss,1384.0,0.258627
catp_llm_train_loss,1385.0,0.220996
catp_llm_train_loss,1386.0,0.215786
catp_llm_train_loss,1387.0,0.271771
catp_llm_train_loss,1388.0,0.2926
catp_llm_train_loss,1389.0,0.322919
catp_llm_train_loss,1390.0,0.334334
catp_llm_train_loss,1391.0,0.294106
catp_llm_train_loss,1392.0,0.257343
catp_llm_train_loss,1393.0,0.291299
catp_llm_train_loss,1394.0,0.476886
catp_llm_train_loss,1395.0,0.191182
catp_llm_train_loss,1396.0,0.17655
catp_llm_train_loss,1397.0,0.160985
catp_llm_train_loss,1398.0,0.064701
catp_llm_train_loss,1399.0,0.164209
catp_llm_train_loss,1400.0,0.239439
catp_llm_train_loss,1401.0,0.242474
catp_llm_train_loss,1402.0,0.22668
catp_llm_train_loss,1403.0,0.220988
catp_llm_train_loss,1404.0,0.318386
catp_llm_train_loss,1405.0,0.280918
catp_llm_train_loss,1406.0,0.27614
catp_llm_train_loss,1407.0,0.282855
catp_llm_train_loss,1408.0,0.26535
catp_llm_train_loss,1409.0,0.457388
catp_llm_train_loss,1410.0,0.359104
catp_llm_train_loss,1411.0,0.295758
catp_llm_train_loss,1412.0,0.326929
catp_llm_train_loss,1413.0,0.303129
catp_llm_train_loss,1414.0,0.219269
catp_llm_train_loss,1415.0,0.219941
catp_llm_train_loss,1416.0,0.285513
catp_llm_train_loss,1417.0,0.254951
catp_llm_train_loss,1418.0,0.266166
catp_llm_train_loss,1419.0,0.289562
catp_llm_train_loss,1420.0,0.172727
catp_llm_train_loss,1421.0,0.165454
catp_llm_train_loss,1422.0,0.162202
catp_llm_train_loss,1423.0,0.168266
catp_llm_train_loss,1424.0,0.13212
catp_llm_train_loss,1425.0,0.130378
catp_llm_train_loss,1426.0,0.14048
catp_llm_train_loss,1427.0,0.117968
catp_llm_train_loss,1428.0,0.101699
catp_llm_train_loss,1429.0,0.100137
catp_llm_train_loss,1430.0,0.299198
catp_llm_train_loss,1431.0,0.289918
catp_llm_train_loss,1432.0,0.165316
catp_llm_train_loss,1433.0,0.134826
catp_llm_train_loss,1434.0,0.129769
catp_llm_train_loss,1435.0,0.129205
catp_llm_train_loss,1436.0,0.318342
catp_llm_train_loss,1437.0,0.274087
catp_llm_train_loss,1438.0,0.230266
catp_llm_train_loss,1439.0,0.202983
catp_llm_train_loss,1440.0,0.283483
catp_llm_train_loss,1441.0,0.193322
catp_llm_train_loss,1442.0,0.281351
catp_llm_train_loss,1443.0,0.290832
catp_llm_train_loss,1444.0,0.77889
catp_llm_train_loss,1445.0,0.264701
catp_llm_train_loss,1446.0,0.32793
catp_llm_train_loss,1447.0,0.310419
catp_llm_train_loss,1448.0,0.176619
catp_llm_train_loss,1449.0,0.130609
catp_llm_train_loss,1450.0,0.136286
catp_llm_train_loss,1451.0,0.363597
catp_llm_train_loss,1452.0,0.172705
catp_llm_train_loss,1453.0,0.158915
catp_llm_train_loss,1454.0,0.163662
catp_llm_train_loss,1455.0,0.165573
catp_llm_train_loss,1456.0,0.151585
catp_llm_train_loss,1457.0,0.1524
catp_llm_train_loss,1458.0,0.184678
catp_llm_train_loss,1459.0,0.201701
catp_llm_train_loss,1460.0,0.183506
catp_llm_train_loss,1461.0,0.267083
catp_llm_train_loss,1462.0,0.225001
catp_llm_train_loss,1463.0,0.28888
catp_llm_train_loss,1464.0,0.297245
catp_llm_train_loss,1465.0,0.934859
catp_llm_train_loss,1466.0,0.224047
catp_llm_train_loss,1467.0,0.243249
catp_llm_train_loss,1468.0,0.237642
catp_llm_train_loss,1469.0,0.302039
catp_llm_train_loss,1470.0,0.296785
catp_llm_train_loss,1471.0,0.299298
catp_llm_train_loss,1472.0,0.177341
catp_llm_train_loss,1473.0,0.101412
catp_llm_train_loss,1474.0,0.112272
catp_llm_train_loss,1475.0,0.739907
catp_llm_train_loss,1476.0,0.22571
catp_llm_train_loss,1477.0,0.247322
catp_llm_train_loss,1478.0,0.237774
catp_llm_train_loss,1479.0,0.249377
catp_llm_train_loss,1480.0,0.191055
catp_llm_train_loss,1481.0,0.182273
catp_llm_train_loss,1482.0,0.179381
catp_llm_train_loss,1483.0,0.264881
catp_llm_train_loss,1484.0,0.249558
catp_llm_train_loss,1485.0,0.252346
catp_llm_train_loss,1486.0,0.305765
catp_llm_train_loss,1487.0,0.244489
catp_llm_train_loss,1488.0,0.260988
catp_llm_train_loss,1489.0,0.249298
catp_llm_train_loss,1490.0,0.143413
catp_llm_train_loss,1491.0,0.14758
catp_llm_train_loss,1492.0,0.167682
catp_llm_train_loss,1493.0,0.213221
catp_llm_train_loss,1494.0,0.221242
catp_llm_train_loss,1495.0,0.216335
catp_llm_train_loss,1496.0,0.110921
catp_llm_train_loss,1497.0,0.093131
catp_llm_train_loss,1498.0,0.100901
catp_llm_train_loss,1499.0,0.28194
catp_llm_train_loss,1500.0,0.280808
catp_llm_train_loss,1501.0,0.283494
catp_llm_train_loss,1502.0,0.33221
catp_llm_train_loss,1503.0,0.32057
catp_llm_train_loss,1504.0,0.336598
catp_llm_train_loss,1505.0,0.346753
catp_llm_train_loss,1506.0,0.236457
catp_llm_train_loss,1507.0,0.298692
catp_llm_train_loss,1508.0,0.295011
catp_llm_train_loss,1509.0,0.132947
catp_llm_train_loss,1510.0,0.142098
catp_llm_train_loss,1511.0,0.133506
catp_llm_train_loss,1512.0,0.192481
catp_llm_train_loss,1513.0,0.168334
catp_llm_train_loss,1514.0,0.205889
catp_llm_train_loss,1515.0,0.205739
catp_llm_train_loss,1516.0,0.190017
catp_llm_train_loss,1517.0,0.190981
catp_llm_train_loss,1518.0,0.213102
catp_llm_train_loss,1519.0,0.210574
catp_llm_train_loss,1520.0,1.294673
catp_llm_train_loss,1521.0,0.21912
catp_llm_train_loss,1522.0,0.21155
catp_llm_train_loss,1523.0,0.221135
catp_llm_train_loss,1524.0,0.238112
catp_llm_train_loss,1525.0,0.201779
catp_llm_train_loss,1526.0,0.195921
catp_llm_train_loss,1527.0,0.225232
catp_llm_train_loss,1528.0,0.62105
catp_llm_train_loss,1529.0,0.395607
catp_llm_train_loss,1530.0,0.740548
catp_llm_train_loss,1531.0,0.143291
catp_llm_train_loss,1532.0,0.132701
catp_llm_train_loss,1533.0,0.126951
catp_llm_train_loss,1534.0,0.164041
catp_llm_train_loss,1535.0,0.139799
catp_llm_train_loss,1536.0,0.123018
catp_llm_train_loss,1537.0,0.119918
catp_llm_train_loss,1538.0,0.210365
catp_llm_train_loss,1539.0,0.176511
catp_llm_train_loss,1540.0,0.184748
catp_llm_train_loss,1541.0,0.28682
catp_llm_train_loss,1542.0,0.280524
catp_llm_train_loss,1543.0,0.361428
catp_llm_train_loss,1544.0,0.368367
catp_llm_train_loss,1545.0,0.127879
catp_llm_train_loss,1546.0,0.100219
catp_llm_train_loss,1547.0,0.095968
catp_llm_train_loss,1548.0,0.205639
catp_llm_train_loss,1549.0,0.230792
catp_llm_train_loss,1550.0,0.303312
catp_llm_train_loss,1551.0,0.19241
catp_llm_train_loss,1552.0,0.23208
catp_llm_train_loss,1553.0,0.225376
catp_llm_train_loss,1554.0,0.304406
catp_llm_train_loss,1555.0,0.294288
catp_llm_train_loss,1556.0,0.242613
catp_llm_train_loss,1557.0,0.244864
catp_llm_train_loss,1558.0,0.244502
catp_llm_train_loss,1559.0,0.177325
catp_llm_train_loss,1560.0,0.238011
catp_llm_train_loss,1561.0,0.276108
catp_llm_train_loss,1562.0,0.709248
catp_llm_train_loss,1563.0,0.253689
catp_llm_train_loss,1564.0,0.277392
catp_llm_train_loss,1565.0,0.271317
catp_llm_train_loss,1566.0,0.13715
catp_llm_train_loss,1567.0,0.122326
catp_llm_train_loss,1568.0,0.162938
catp_llm_train_loss,1569.0,0.144843
catp_llm_train_loss,1570.0,0.118301
catp_llm_train_loss,1571.0,0.169601
catp_llm_train_loss,1572.0,0.195947
catp_llm_train_loss,1573.0,0.306026
catp_llm_train_loss,1574.0,0.30689
catp_llm_train_loss,1575.0,0.359366
catp_llm_train_loss,1576.0,0.330054
catp_llm_train_loss,1577.0,0.336505
catp_llm_train_loss,1578.0,0.35288
catp_llm_train_loss,1579.0,0.426609
catp_llm_train_loss,1580.0,0.586337
catp_llm_train_loss,1581.0,0.581762
catp_llm_train_loss,1582.0,0.949894
catp_llm_train_loss,1583.0,0.143799
catp_llm_train_loss,1584.0,0.135703
catp_llm_train_loss,1585.0,0.142826
catp_llm_train_loss,1586.0,0.131478
catp_llm_train_loss,1587.0,0.138751
catp_llm_train_loss,1588.0,0.151375
catp_llm_train_loss,1589.0,0.141269
catp_llm_train_loss,1590.0,0.333282
catp_llm_train_loss,1591.0,0.348179
catp_llm_train_loss,1592.0,0.219018
catp_llm_train_loss,1593.0,0.235409
catp_llm_train_loss,1594.0,0.284727
catp_llm_train_loss,1595.0,0.269639
catp_llm_train_loss,1596.0,0.344647
catp_llm_train_loss,1597.0,0.318852
catp_llm_train_loss,1598.0,0.38038
catp_llm_train_loss,1599.0,0.397237
catp_llm_train_loss,1600.0,0.194867
catp_llm_train_loss,1601.0,0.241622
catp_llm_train_loss,1602.0,0.242941
catp_llm_train_loss,1603.0,0.294982
catp_llm_train_loss,1604.0,0.257421
catp_llm_train_loss,1605.0,0.308024
catp_llm_train_loss,1606.0,0.312137
catp_llm_train_loss,1607.0,0.155474
catp_llm_train_loss,1608.0,0.149633
catp_llm_train_loss,1609.0,0.149416
catp_llm_train_loss,1610.0,0.146447
catp_llm_train_loss,1611.0,0.135308
catp_llm_train_loss,1612.0,0.141978
catp_llm_train_loss,1613.0,0.231519
catp_llm_train_loss,1614.0,0.313899
catp_llm_train_loss,1615.0,0.329105
catp_llm_train_loss,1616.0,0.244102
catp_llm_train_loss,1617.0,0.206771
catp_llm_train_loss,1618.0,0.210119
catp_llm_train_loss,1619.0,0.258966
catp_llm_train_loss,1620.0,0.256929
catp_llm_train_loss,1621.0,0.232817
catp_llm_train_loss,1622.0,0.244773
catp_llm_train_loss,1623.0,0.178399
catp_llm_train_loss,1624.0,0.198333
catp_llm_train_loss,1625.0,0.190479
catp_llm_train_loss,1626.0,0.215077
catp_llm_train_loss,1627.0,0.202901
catp_llm_train_loss,1628.0,0.241904
catp_llm_train_loss,1629.0,0.252329
catp_llm_train_loss,1630.0,0.152932
catp_llm_train_loss,1631.0,0.141398
catp_llm_train_loss,1632.0,0.137149
catp_llm_train_loss,1633.0,0.19039
catp_llm_train_loss,1634.0,0.187273
catp_llm_train_loss,1635.0,0.169155
catp_llm_train_loss,1636.0,0.218642
catp_llm_train_loss,1637.0,0.208235
catp_llm_train_loss,1638.0,0.234784
catp_llm_train_loss,1639.0,0.24258
catp_llm_train_loss,1640.0,0.294934
catp_llm_train_loss,1641.0,0.223878
catp_llm_train_loss,1642.0,0.23159
catp_llm_train_loss,1643.0,0.257053
catp_llm_train_loss,1644.0,0.266627
catp_llm_train_loss,1645.0,0.335955
catp_llm_train_loss,1646.0,0.389328
catp_llm_train_loss,1647.0,0.383822
catp_llm_train_loss,1648.0,0.203421
catp_llm_train_loss,1649.0,0.324904
catp_llm_train_loss,1650.0,0.330533
catp_llm_train_loss,1651.0,0.226059
catp_llm_train_loss,1652.0,0.193692
catp_llm_train_loss,1653.0,0.192032
catp_llm_train_loss,1654.0,0.215539
catp_llm_train_loss,1655.0,0.239233
catp_llm_train_loss,1656.0,0.240709
catp_llm_train_loss,1657.0,0.271881
catp_llm_train_loss,1658.0,0.235833
catp_llm_train_loss,1659.0,0.287704
catp_llm_train_loss,1660.0,0.257418
catp_llm_train_loss,1661.0,0.245797
catp_llm_train_loss,1662.0,0.199995
catp_llm_train_loss,1663.0,0.210843
catp_llm_train_loss,1664.0,0.220766
catp_llm_train_loss,1665.0,1.153315
catp_llm_train_loss,1666.0,0.391474
catp_llm_train_loss,1667.0,0.35734
catp_llm_train_loss,1668.0,0.372092
catp_llm_train_loss,1669.0,0.412524
catp_llm_train_loss,1670.0,0.437522
catp_llm_train_loss,1671.0,0.394
catp_llm_train_loss,1672.0,0.388929
catp_llm_train_loss,1673.0,0.431883
catp_llm_train_loss,1674.0,0.398923
catp_llm_train_loss,1675.0,0.362288
catp_llm_train_loss,1676.0,0.389717
catp_llm_train_loss,1677.0,0.180837
catp_llm_train_loss,1678.0,0.176959
catp_llm_train_loss,1679.0,0.187943
catp_llm_train_loss,1680.0,0.194172
catp_llm_train_loss,1681.0,0.248776
catp_llm_train_loss,1682.0,0.33615
catp_llm_train_loss,1683.0,0.342546
catp_llm_train_loss,1684.0,0.206319
catp_llm_train_loss,1685.0,0.256063
catp_llm_train_loss,1686.0,0.264495
catp_llm_train_loss,1687.0,0.369753
catp_llm_train_loss,1688.0,0.349761
catp_llm_train_loss,1689.0,0.325837
catp_llm_train_loss,1690.0,0.325845
catp_llm_train_loss,1691.0,0.369694
catp_llm_train_loss,1692.0,0.347023
catp_llm_train_loss,1693.0,0.430993
catp_llm_train_loss,1694.0,0.433709
catp_llm_train_loss,1695.0,0.298459
catp_llm_train_loss,1696.0,0.226298
catp_llm_train_loss,1697.0,0.187259
catp_llm_train_loss,1698.0,0.17907
catp_llm_train_loss,1699.0,0.276056
catp_llm_train_loss,1700.0,0.292336
catp_llm_train_loss,1701.0,0.292445
catp_llm_train_loss,1702.0,0.244563
catp_llm_train_loss,1703.0,0.257739
catp_llm_train_loss,1704.0,0.265054
catp_llm_train_loss,1705.0,0.233379
catp_llm_train_loss,1706.0,0.20881
catp_llm_train_loss,1707.0,0.152394
catp_llm_train_loss,1708.0,0.138432
catp_llm_train_loss,1709.0,0.196646
catp_llm_train_loss,1710.0,0.179529
catp_llm_train_loss,1711.0,0.174767
catp_llm_train_loss,1712.0,0.16578
catp_llm_train_loss,1713.0,0.193777
catp_llm_train_loss,1714.0,0.182308
catp_llm_train_loss,1715.0,0.194452
catp_llm_train_loss,1716.0,0.202569
catp_llm_train_loss,1717.0,0.191734
catp_llm_train_loss,1718.0,0.211238
catp_llm_train_loss,1719.0,0.218708
catp_llm_train_loss,1720.0,0.176246
catp_llm_train_loss,1721.0,0.149488
catp_llm_train_loss,1722.0,0.199763
catp_llm_train_loss,1723.0,0.259808
catp_llm_train_loss,1724.0,0.272769
catp_llm_train_loss,1725.0,0.139823
catp_llm_train_loss,1726.0,0.157117
catp_llm_train_loss,1727.0,0.153738
catp_llm_train_loss,1728.0,0.385217
catp_llm_train_loss,1729.0,0.420159
catp_llm_train_loss,1730.0,0.413897
catp_llm_train_loss,1731.0,0.13419
catp_llm_train_loss,1732.0,0.106727
catp_llm_train_loss,1733.0,0.113053
catp_llm_train_loss,1734.0,0.266065
catp_llm_train_loss,1735.0,0.305524
catp_llm_train_loss,1736.0,0.303726
catp_llm_train_loss,1737.0,1.043457
catp_llm_train_loss,1738.0,0.210384
catp_llm_train_loss,1739.0,0.1696
catp_llm_train_loss,1740.0,0.182666
catp_llm_train_loss,1741.0,0.180469
catp_llm_train_loss,1742.0,0.185745
catp_llm_train_loss,1743.0,0.192023
catp_llm_train_loss,1744.0,0.214967
catp_llm_train_loss,1745.0,0.228473
catp_llm_train_loss,1746.0,0.242458
catp_llm_train_loss,1747.0,0.243167
catp_llm_train_loss,1748.0,0.924753
catp_llm_train_loss,1749.0,0.146384
catp_llm_train_loss,1750.0,0.131988
catp_llm_train_loss,1751.0,0.139914
catp_llm_train_loss,1752.0,0.196726
catp_llm_train_loss,1753.0,0.198716
catp_llm_train_loss,1754.0,0.260384
catp_llm_train_loss,1755.0,0.270826
catp_llm_train_loss,1756.0,0.20213
catp_llm_train_loss,1757.0,0.217391
catp_llm_train_loss,1758.0,0.194043
catp_llm_train_loss,1759.0,0.224079
catp_llm_train_loss,1760.0,0.235783
catp_llm_train_loss,1761.0,0.295164
catp_llm_train_loss,1762.0,0.293459
catp_llm_train_loss,1763.0,0.166068
catp_llm_train_loss,1764.0,0.192837
catp_llm_train_loss,1765.0,0.170392
catp_llm_train_loss,1766.0,0.199567
catp_llm_train_loss,1767.0,0.194255
catp_llm_train_loss,1768.0,0.183125
catp_llm_train_loss,1769.0,0.200803
catp_llm_train_loss,1770.0,0.198628
catp_llm_train_loss,1771.0,0.23897
catp_llm_train_loss,1772.0,0.242625
catp_llm_train_loss,1773.0,0.31488
catp_llm_train_loss,1774.0,0.276137
catp_llm_train_loss,1775.0,0.297834
catp_llm_train_loss,1776.0,0.304979
catp_llm_train_loss,1777.0,0.265878
catp_llm_train_loss,1778.0,0.255649
catp_llm_train_loss,1779.0,0.263573
catp_llm_train_loss,1780.0,0.277182
catp_llm_train_loss,1781.0,0.223928
catp_llm_train_loss,1782.0,0.259709
catp_llm_train_loss,1783.0,0.258469
catp_llm_train_loss,1784.0,0.164475
catp_llm_train_loss,1785.0,0.165516
catp_llm_train_loss,1786.0,0.156095
catp_llm_train_loss,1787.0,0.332209
catp_llm_train_loss,1788.0,0.292546
catp_llm_train_loss,1789.0,0.27321
catp_llm_train_loss,1790.0,0.266816
catp_llm_train_loss,1791.0,0.203289
catp_llm_train_loss,1792.0,0.221186
catp_llm_train_loss,1793.0,0.150552
catp_llm_train_loss,1794.0,0.144133
catp_llm_train_loss,1795.0,0.136171
catp_llm_train_loss,1796.0,0.137101
catp_llm_train_loss,1797.0,0.11832
catp_llm_train_loss,1798.0,0.156393
catp_llm_train_loss,1799.0,0.139974
catp_llm_train_loss,1800.0,0.191957
catp_llm_train_loss,1801.0,0.221215
catp_llm_train_loss,1802.0,0.249071
catp_llm_train_loss,1803.0,0.24782
catp_llm_train_loss,1804.0,0.185851
catp_llm_train_loss,1805.0,0.298879
catp_llm_train_loss,1806.0,0.264765
catp_llm_train_loss,1807.0,0.398341
catp_llm_train_loss,1808.0,0.425553
catp_llm_train_loss,1809.0,0.330944
catp_llm_train_loss,1810.0,0.353122
catp_llm_train_loss,1811.0,0.35502
catp_llm_train_loss,1812.0,0.330676
catp_llm_train_loss,1813.0,0.356828
catp_llm_train_loss,1814.0,0.386236
catp_llm_train_loss,1815.0,0.27443
catp_llm_train_loss,1816.0,0.124144
catp_llm_train_loss,1817.0,0.096528
catp_llm_train_loss,1818.0,0.075793
catp_llm_train_loss,1819.0,0.168135
catp_llm_train_loss,1820.0,0.16957
catp_llm_train_loss,1821.0,0.188161
catp_llm_train_loss,1822.0,0.162665
catp_llm_train_loss,1823.0,0.243655
catp_llm_train_loss,1824.0,0.187318
catp_llm_train_loss,1825.0,0.164786
catp_llm_train_loss,1826.0,0.255198
catp_llm_train_loss,1827.0,0.227426
catp_llm_train_loss,1828.0,0.168388
catp_llm_train_loss,1829.0,0.16656
catp_llm_train_loss,1830.0,0.214124
catp_llm_train_loss,1831.0,0.217288
catp_llm_train_loss,1832.0,0.203943
catp_llm_train_loss,1833.0,0.135247
catp_llm_train_loss,1834.0,0.117923
catp_llm_train_loss,1835.0,0.149725
catp_llm_train_loss,1836.0,0.131014
catp_llm_train_loss,1837.0,0.1686
catp_llm_train_loss,1838.0,0.165121
catp_llm_train_loss,1839.0,0.260336
catp_llm_train_loss,1840.0,0.206172
catp_llm_train_loss,1841.0,0.217391
catp_llm_train_loss,1842.0,0.312263
catp_llm_train_loss,1843.0,0.285207
catp_llm_train_loss,1844.0,0.221652
catp_llm_train_loss,1845.0,0.218652
catp_llm_train_loss,1846.0,0.209713
catp_llm_train_loss,1847.0,0.237106
catp_llm_train_loss,1848.0,0.222246
catp_llm_train_loss,1849.0,0.213007
catp_llm_train_loss,1850.0,0.238877
catp_llm_train_loss,1851.0,0.238959
catp_llm_train_loss,1852.0,0.247502
catp_llm_train_loss,1853.0,0.297326
catp_llm_train_loss,1854.0,0.225163
catp_llm_train_loss,1855.0,0.13551
catp_llm_train_loss,1856.0,0.15882
catp_llm_train_loss,1857.0,0.15777
catp_llm_train_loss,1858.0,0.112725
catp_llm_train_loss,1859.0,0.159707
catp_llm_train_loss,1860.0,0.148463
catp_llm_train_loss,1861.0,0.183524
catp_llm_train_loss,1862.0,0.176884
catp_llm_train_loss,1863.0,0.128254
catp_llm_train_loss,1864.0,0.162418
catp_llm_train_loss,1865.0,0.144091
catp_llm_train_loss,1866.0,0.140275
catp_llm_train_loss,1867.0,0.174655
catp_llm_train_loss,1868.0,0.197902
catp_llm_train_loss,1869.0,0.139401
catp_llm_train_loss,1870.0,0.099282
catp_llm_train_loss,1871.0,0.102398
catp_llm_train_loss,1872.0,0.078862
catp_llm_train_loss,1873.0,0.074761
catp_llm_train_loss,1874.0,0.07099
catp_llm_train_loss,1875.0,0.067622
catp_llm_train_loss,1876.0,0.204179
catp_llm_train_loss,1877.0,0.108006
catp_llm_train_loss,1878.0,0.110212
catp_llm_train_loss,1879.0,0.190521
catp_llm_train_loss,1880.0,0.168346
catp_llm_train_loss,1881.0,0.25792
catp_llm_train_loss,1882.0,0.264972
catp_llm_train_loss,1883.0,0.089845
catp_llm_train_loss,1884.0,0.126549
catp_llm_train_loss,1885.0,0.109371
catp_llm_train_loss,1886.0,0.071972
catp_llm_train_loss,1887.0,0.120241
catp_llm_train_loss,1888.0,0.121307
catp_llm_train_loss,1889.0,0.209593
catp_llm_train_loss,1890.0,0.186406
catp_llm_train_loss,1891.0,0.236031
catp_llm_train_loss,1892.0,0.258035
catp_llm_train_loss,1893.0,0.266556
catp_llm_train_loss,1894.0,0.200081
catp_llm_train_loss,1895.0,0.188759
catp_llm_train_loss,1896.0,0.174144
catp_llm_train_loss,1897.0,0.165208
catp_llm_train_loss,1898.0,0.185348
catp_llm_train_loss,1899.0,0.183762
catp_llm_train_loss,1900.0,0.129649
catp_llm_train_loss,1901.0,0.196009
catp_llm_train_loss,1902.0,0.193721
catp_llm_train_loss,1903.0,0.098704
catp_llm_train_loss,1904.0,0.179886
catp_llm_train_loss,1905.0,0.193774
catp_llm_train_loss,1906.0,0.26169
catp_llm_train_loss,1907.0,0.161003
catp_llm_train_loss,1908.0,0.167298
catp_llm_train_loss,1909.0,0.184809
catp_llm_train_loss,1910.0,0.171767
catp_llm_train_loss,1911.0,0.281487
catp_llm_train_loss,1912.0,0.282261
catp_llm_train_loss,1913.0,0.297453
catp_llm_train_loss,1914.0,0.281321
catp_llm_train_loss,1915.0,0.269734
catp_llm_train_loss,1916.0,0.266582
catp_llm_train_loss,1917.0,0.191923
catp_llm_train_loss,1918.0,0.099225
catp_llm_train_loss,1919.0,0.10297
catp_llm_train_loss,1920.0,0.138682
catp_llm_train_loss,1921.0,0.131898
catp_llm_train_loss,1922.0,0.153337
catp_llm_train_loss,1923.0,0.156809
catp_llm_train_loss,1924.0,0.134971
catp_llm_train_loss,1925.0,0.098283
catp_llm_train_loss,1926.0,0.108887
catp_llm_train_loss,1927.0,0.122551
catp_llm_train_loss,1928.0,0.18477
catp_llm_train_loss,1929.0,0.09185
catp_llm_train_loss,1930.0,0.090762
catp_llm_train_loss,1931.0,0.139232
catp_llm_train_loss,1932.0,0.124499
catp_llm_train_loss,1933.0,0.113636
catp_llm_train_loss,1934.0,0.124336
catp_llm_train_loss,1935.0,0.23725
catp_llm_train_loss,1936.0,0.151081
catp_llm_train_loss,1937.0,0.15015
catp_llm_train_loss,1938.0,0.156098
catp_llm_train_loss,1939.0,0.133584
catp_llm_train_loss,1940.0,0.216109
catp_llm_train_loss,1941.0,0.222523
catp_llm_train_loss,1942.0,0.123465
catp_llm_train_loss,1943.0,0.104633
catp_llm_train_loss,1944.0,0.105583
catp_llm_train_loss,1945.0,0.161557
catp_llm_train_loss,1946.0,0.146585
catp_llm_train_loss,1947.0,0.150307
catp_llm_train_loss,1948.0,0.225643
catp_llm_train_loss,1949.0,0.21021
catp_llm_train_loss,1950.0,0.255767
catp_llm_train_loss,1951.0,0.262953
catp_llm_train_loss,1952.0,0.263749
catp_llm_train_loss,1953.0,0.29367
catp_llm_train_loss,1954.0,0.222691
catp_llm_train_loss,1955.0,0.231911
catp_llm_train_loss,1956.0,0.217555
catp_llm_train_loss,1957.0,0.197852
catp_llm_train_loss,1958.0,0.197951
catp_llm_train_loss,1959.0,0.126347
catp_llm_train_loss,1960.0,0.078823
catp_llm_train_loss,1961.0,0.077558
catp_llm_train_loss,1962.0,0.166952
catp_llm_train_loss,1963.0,0.246837
catp_llm_train_loss,1964.0,0.255084
catp_llm_train_loss,1965.0,0.19637
catp_llm_train_loss,1966.0,0.090283
catp_llm_train_loss,1967.0,0.080135
catp_llm_train_loss,1968.0,0.166693
catp_llm_train_loss,1969.0,0.176779
catp_llm_train_loss,1970.0,0.166462
catp_llm_train_loss,1971.0,0.148831
catp_llm_train_loss,1972.0,0.172856
catp_llm_train_loss,1973.0,0.15865
catp_llm_train_loss,1974.0,0.270385
catp_llm_train_loss,1975.0,0.310465
catp_llm_train_loss,1976.0,1.06129
catp_llm_train_loss,1977.0,0.345584
catp_llm_train_loss,1978.0,0.284434
catp_llm_train_loss,1979.0,0.266184
catp_llm_train_loss,1980.0,0.382499
catp_llm_train_loss,1981.0,0.816578
catp_llm_train_loss,1982.0,0.199783
catp_llm_train_loss,1983.0,0.229915
catp_llm_train_loss,1984.0,0.233948
catp_llm_train_loss,1985.0,0.158732
catp_llm_train_loss,1986.0,0.138611
catp_llm_train_loss,1987.0,0.138137
catp_llm_train_loss,1988.0,1.345984
catp_llm_train_loss,1989.0,0.235281
catp_llm_train_loss,1990.0,0.186838
catp_llm_train_loss,1991.0,0.181715
catp_llm_train_loss,1992.0,0.179556
catp_llm_train_loss,1993.0,0.236817
catp_llm_train_loss,1994.0,0.242856
catp_llm_train_loss,1995.0,0.283206
catp_llm_train_loss,1996.0,0.272843
catp_llm_train_loss,1997.0,0.210099
catp_llm_train_loss,1998.0,0.220963
catp_llm_train_loss,1999.0,0.21519
catp_llm_train_loss,2000.0,0.187506
catp_llm_train_loss,2001.0,0.208673
catp_llm_train_loss,2002.0,0.216618
catp_llm_train_loss,2003.0,0.192659
catp_llm_train_loss,2004.0,0.148824
catp_llm_train_loss,2005.0,0.145397
catp_llm_train_loss,2006.0,1.118678
catp_llm_train_loss,2007.0,0.099478
catp_llm_train_loss,2008.0,0.093271
catp_llm_train_loss,2009.0,0.095782
catp_llm_train_loss,2010.0,0.150418
catp_llm_train_loss,2011.0,0.177331
catp_llm_train_loss,2012.0,0.17161
catp_llm_train_loss,2013.0,0.151497
catp_llm_train_loss,2014.0,0.178517
catp_llm_train_loss,2015.0,0.178716
catp_llm_train_loss,2016.0,0.204392
catp_llm_train_loss,2017.0,0.179452
catp_llm_train_loss,2018.0,0.181599
catp_llm_train_loss,2019.0,0.219491
catp_llm_train_loss,2020.0,0.223866
catp_llm_train_loss,2021.0,0.291435
catp_llm_train_loss,2022.0,0.287018
catp_llm_train_loss,2023.0,0.18436
catp_llm_train_loss,2024.0,0.16518
