method,n,valid_rate,mean_task_score,mean_cost_price,mean_exec_time_ms,mean_qop,mean_reward
qwen_baseline,327,0.9051987767584098,0.403893507766432,0.23163009306879842,658.5039921989863,0.07008002373674897,0.11508253137050835
qwen_online_grpo,327,1.0,0.5814370465684192,0.013363658265591247,103.5721609189605,0.27893269162436146,0.2736794780595179
catp_llm_offline,325,0.8707692307692307,0.1567924126294943,0.30338786757639036,737.4056673326859,-0.33379203028943183,-0.017807524975947384
