method,n,valid_rate,mean_task_score,mean_cost_price,mean_exec_time_ms,mean_qop,mean_reward
qwen_baseline,325,0.9046153846153846,0.4020423033604255,0.23301141984994367,661.905866895639,0.06838181759849879,0.11370947045029241
qwen_online_grpo,325,1.0,0.5820372709975793,0.013406378742537821,103.57160003221952,0.2791951273030922,0.2739582861242988
catp_llm_offline,325,0.8707692307692307,0.1567924126294943,0.30338786757639036,737.4056673326859,-0.33379203028943183,-0.017807524975947384
