policy,w_latency,seed,expected_reward,normalized_score,success_prob,latency_s,timeout_prob
grpo_rl,0.7,2,-0.26633188035356187,0.9723420488870425,0.6169698507086729,1.023842819514741,0.16661175740191603
random,0.8,1,-0.5300431365491846,0.0,0.594412120282597,1.2744869698788976,0.10486568092866361
latency_greedy,0.8,1,-0.46410271815139836,0.7508999436870648,0.4487494404535776,0.9619313496143533,0.14330707891349326
quality_greedy,0.8,1,-0.4802848719762074,0.5666248254662124,0.7339368143443794,1.4147305759814748,0.08243722553540692
reliability_greedy,0.8,1,-0.5582095116867102,-0.32074606164990305,0.69057768551682,1.482919995015646,0.06245120119101329
oracle,0.8,1,-0.44222795031544226,1.0,0.5387317076629167,1.0692413917028583,0.12556654461607228
qwen_zeroshot,0.8,1,-0.5426096034606998,-0.1431012954646178,0.5289251116593798,1.1913697325529322,0.11843892907773387
grpo_rl,0.8,1,-0.4613147494440043,0.7826480823287477,0.6859903924707316,1.306335713157329,0.10223657138887257
random,0.8,2,-0.5509412242411709,0.0,0.5913884195984218,1.2685367128810068,0.12750027353478732
latency_greedy,0.8,2,-0.42950846643676677,0.6575390143643116,0.536293951115179,0.9645489001864738,0.1941632974027668
quality_greedy,0.8,2,-0.6027837413517265,-0.28071896100677546,0.7408651806299836,1.6013040191565664,0.06260570665645689
reliability_greedy,0.8,2,-0.6609467288806636,-0.5956622611816976,0.7124207491559243,1.6539001381517142,0.050247367515216315
oracle,0.8,2,-0.3662635775135443,1.0,0.6279772816139282,1.0441900559793702,0.15888881434397628
qwen_zeroshot,0.8,2,-0.4665966112550971,0.4567126259220216,0.6100779597951864,1.1594752384058988,0.14909438032556438
grpo_rl,0.8,2,-0.3662635775135443,1.0,0.6279772816139282,1.0441900559793702,0.15888881434397628
random,0.9,1,-0.6574918335370744,0.0,0.594412120282597,1.2744869698788976,0.10486568092866361
latency_greedy,0.9,1,-0.5602958531128336,0.8720851271849813,0.4487494404535776,0.9619313496143533,0.14330707891349326
quality_greedy,0.9,1,-0.6217579295743548,0.32062031831073656,0.7339368143443794,1.4147305759814748,0.08243722553540692
reliability_greedy,0.9,1,-0.7065015111882748,-0.43973640454253204,0.69057768551682,1.482919995015646,0.06245120119101329
oracle,0.9,1,-0.5460394335426135,1.0,0.47754695629850635,0.9773103191077122,0.14400710264417904
qwen_zeroshot,0.9,1,-0.6617465767159931,-0.03817542896456404,0.5289251116593798,1.1913697325529322,0.11843892907773387
grpo_rl,0.9,1,-0.549152089485728,0.9720718805223648,0.5387317076629167,1.0692413917028583,0.12556654461607228
random,0.9,2,-0.6777948955292714,0.0,0.5913884195984218,1.2685367128810068,0.12750027353478732
latency_greedy,0.9,2,-0.5259633564554143,0.733087942968742,0.536293951115179,0.9645489001864738,0.1941632974027668
quality_greedy,0.9,2,-0.7629141432673832,-0.4109811084838256,0.7408651806299836,1.6013040191565664,0.06260570665645689
reliability_greedy,0.9,2,-0.826336742695835,-0.717204329537506,0.7124207491559243,1.6539001381517142,0.050247367515216315
oracle,0.9,2,-0.47068258311148137,1.0,0.6279772816139282,1.0441900559793702,0.15888881434397628
qwen_zeroshot,0.9,2,-0.5825441350956869,0.459899072738096,0.6100779597951864,1.1594752384058988,0.14909438032556438
grpo_rl,0.9,2,-0.47068258311148137,1.0,0.6279772816139282,1.0441900559793702,0.15888881434397628
random,1.0,1,-0.7849405305249642,0.0,0.594412120282597,1.2744869698788976,0.10486568092866361
latency_greedy,1.0,1,-0.6564889880742689,0.9099063770039676,0.4487494404535776,0.9619313496143533,0.14330707891349326
quality_greedy,1.0,1,-0.7632309871725023,0.15378290958110838,0.7339368143443794,1.4147305759814748,0.08243722553540692
reliability_greedy,1.0,1,-0.8547935106898392,-0.49481439375590364,0.69057768551682,1.482919995015646,0.06245120119101329
oracle,1.0,1,-0.6437704654533847,1.0,0.47754695629850635,0.9773103191077122,0.14400710264417904
qwen_zeroshot,1.0,1,-0.7808835499712863,0.02873824951218093,0.5289251116593798,1.1913697325529322,0.11843892907773387
grpo_rl,1.0,1,-0.6437704654533847,1.0,0.47754695629850635,0.9773103191077122,0.14400710264417904
random,1.0,2,-0.8046485668173722,0.0,0.5913884195984218,1.2685367128810068,0.12750027353478732
latency_greedy,1.0,2,-0.6224182464740615,0.7883167188385519,0.536293951115179,0.9645489001864738,0.1941632974027668
quality_greedy,1.0,2,-0.9230445451830398,-0.5121734353156416,0.7408651806299836,1.6013040191565664,0.06260570665645689
reliability_greedy,1.0,2,-0.9917267565110065,-0.8092882918040462,0.7124207491559243,1.6539001381517142,0.050247367515216315
oracle,1.0,2,-0.5734847262079843,1.0,0.6169698507086729,1.023842819514741,0.16661175740191603
