step,mean_reward,policy_loss
1,-0.4159383177757263,-1.582709550857544
2,0.3855266571044922,0.8906571865081787
3,0.26280635595321655,0.17918217182159424
4,0.10241948068141937,0.02763649821281433
5,0.16898095607757568,0.6172534227371216
6,0.20608165860176086,0.07526928186416626
7,0.3332536518573761,-0.0008575301617383957
8,0.11254509538412094,-0.016902685165405273
