seed,step,rl_expected_reward,rl_normalized_score
1,1.0,0.11512579060567023,0.06611142596487685
1,200.0,0.2010020679284042,0.7824630182236638
1,400.0,0.20207370016421722,0.7914022210206775
1,600.0,0.22333712902891967,0.9687747341172446
1,800.0,0.22281715329776086,0.964437268002456
1,1000.0,0.22333712902891967,0.9687747341172446
1,1200.0,0.22333712902891967,0.9687747341172446
1,1400.0,0.22333712902891967,0.9687747341172446
1,1600.0,0.22333712902891967,0.9687747341172446
1,1800.0,0.22333712902891967,0.9687747341172446
1,2000.0,0.22333712902891967,0.9687747341172446
1,2200.0,0.22333712902891967,0.9687747341172446
1,2400.0,0.22333712902891967,0.9687747341172446
1,2600.0,0.22333712902891967,0.9687747341172446
1,2800.0,0.22333712902891967,0.9687747341172446
1,3000.0,0.22333712902891967,0.9687747341172446
1,3200.0,0.22333712902891967,0.9687747341172446
1,3400.0,0.22333712902891967,0.9687747341172446
1,3600.0,0.22333712902891967,0.9687747341172446
1,3800.0,0.22333712902891967,0.9687747341172446
1,4000.0,0.22333712902891967,0.9687747341172446
2,1.0,0.07210405879860488,-0.09272132904453141
2,200.0,0.12689156422819342,0.3599149620213864
2,400.0,0.16571730734318862,0.6806804399100463
2,600.0,0.19758223537455166,0.9439379605090615
2,800.0,0.19758223537455166,0.9439379605090615
2,1000.0,0.19758223537455166,0.9439379605090615
2,1200.0,0.19758223537455166,0.9439379605090615
2,1400.0,0.19758223537455166,0.9439379605090615
2,1600.0,0.19758223537455166,0.9439379605090615
2,1800.0,0.19758223537455166,0.9439379605090615
2,2000.0,0.19758223537455166,0.9439379605090615
2,2200.0,0.19758223537455166,0.9439379605090615
2,2400.0,0.19758223537455166,0.9439379605090615
2,2600.0,0.19758223537455166,0.9439379605090615
2,2800.0,0.19758223537455166,0.9439379605090615
2,3000.0,0.19758223537455166,0.9439379605090615
2,3200.0,0.19758223537455166,0.9439379605090615
2,3400.0,0.19758223537455166,0.9439379605090615
2,3600.0,0.19758223537455166,0.9439379605090615
2,3800.0,0.19758223537455166,0.9439379605090615
2,4000.0,0.19758223537455166,0.9439379605090615
3,1.0,0.09433383394804698,-0.8315151849953542
3,200.0,0.3149885990722209,0.9292579087571662
3,400.0,0.3117643267510728,0.9035289744791611
3,600.0,0.32073208692319044,0.9750895900561882
3,800.0,0.3193879977492619,0.9643640747847388
3,1000.0,0.3200226407168251,0.9694283763002566
3,1200.0,0.2732495481264396,0.5961901056542555
3,1400.0,0.2701358118563704,0.5713432230487799
3,1600.0,0.2701358118563704,0.5713432230487799
3,1800.0,0.27396348860806363,0.601887182669007
3,2000.0,0.27396348860806363,0.601887182669007
3,2200.0,0.27396348860806363,0.601887182669007
3,2400.0,0.27396348860806363,0.601887182669007
3,2600.0,0.27396348860806363,0.601887182669007
3,2800.0,0.27396348860806363,0.601887182669007
3,3000.0,0.2732495481264396,0.5961901056542555
3,3200.0,0.2732495481264396,0.5961901056542555
3,3400.0,0.27396348860806363,0.601887182669007
3,3600.0,0.27396348860806363,0.601887182669007
3,3800.0,0.27396348860806363,0.601887182669007
3,4000.0,0.27396348860806363,0.601887182669007
