policy,condition,seed,task_idx,category,n_available_tools,n_required_tools,n_tool_calls,required_tool_recall,required_tool_hit,all_required_tools_hit,mean_latency_ms,total_latency_ms,timeout_rate,timeout_events,proxy_utility
latency_aware,degraded_5x_timeout,1,6,Single-Tool,7,2,2,0.5,1.0,0.0,644.8774483729212,1289.7548967458424,0.0,0,0.4613073530976247
latency_aware,degraded_5x_timeout,1,7,Single-Tool,4,2,2,0.5,1.0,0.0,1525.966254464181,3051.932508928362,0.0,0,0.40844202473214913
latency_aware,degraded_5x_timeout,1,8,Single-Tool,3,2,2,1.0,1.0,1.0,2486.2367726982848,4972.4735453965695,0.0,0,0.850825793638103
latency_aware,degraded_5x_timeout,1,9,Single-Tool,10,3,2,0.3333333333333333,1.0,0.0,622.9966633712511,1245.9933267425022,0.0,0,0.29595353353105824
latency_aware,degraded_5x_timeout,1,10,Single-Tool,5,2,2,1.0,1.0,1.0,1944.5753236658936,3889.1506473317872,0.0,0,0.8833254805800463
latency_aware,degraded_5x_timeout,1,11,Single-Tool,7,2,2,1.0,1.0,1.0,680.6630953323706,1361.3261906647413,0.5,1,0.4591602142800577
latency_aware,degraded_5x_timeout,1,12,Single-Tool,9,6,2,0.3333333333333333,1.0,0.0,585.0891868320682,1170.1783736641364,0.5,1,-0.20177201787659077
latency_aware,degraded_5x_timeout,1,13,Single-Tool,4,2,2,0.5,1.0,0.0,1422.606727778547,2845.213455557094,0.0,0,0.4146435963332872
latency_aware,degraded_5x_timeout,1,14,Single-Tool,5,1,2,0.0,0.0,0.0,556.3281444692316,1112.6562889384631,0.0,0,-0.0333796886681539
latency_aware,degraded_5x_timeout,1,15,Single-Tool,4,4,2,0.5,1.0,0.0,1011.4834630519701,2022.9669261039403,0.0,0,0.4393109922168818
latency_aware,degraded_5x_timeout,1,16,Single-Tool,5,1,2,1.0,1.0,1.0,1296.4364852936528,2592.8729705873056,0.0,0,0.9222138108823809
latency_aware,degraded_5x_timeout,1,17,Single-Tool,5,3,2,0.3333333333333333,1.0,0.0,713.0352953146427,1426.0705906292853,0.0,0,0.29055121561445474
latency_aware,degraded_5x_timeout,1,18,Single-Tool,7,2,2,1.0,1.0,1.0,988.5163496255618,1977.0326992511236,0.0,0,0.9406890190224663
latency_aware,degraded_5x_timeout,1,19,Single-Tool,5,5,2,0.4,1.0,0.0,998.9827815687601,1997.9655631375201,0.0,0,0.34006103310587443
latency_aware,degraded_5x_timeout,1,20,Single-Tool,5,3,2,0.3333333333333333,1.0,0.0,3008.12101880491,6016.24203760982,0.0,0,0.1528460722050387
latency_aware,degraded_5x_timeout,1,21,Single-Tool,3,1,2,1.0,1.0,1.0,3590.6825331170417,7181.365066234083,0.0,0,0.7845590480129775
latency_aware,degraded_5x_timeout,1,22,Single-Tool,4,3,2,0.6666666666666666,1.0,0.0,1080.7393995444722,2161.4787990889445,0.0,0,0.6018223026939983
latency_aware,degraded_5x_timeout,1,23,Single-Tool,4,1,2,0.0,0.0,0.0,1042.9960258839715,2085.992051767943,0.0,0,-0.06257976155303828
latency_aware,degraded_5x_timeout,1,24,Single-Tool,6,2,2,0.0,0.0,0.0,665.334746606786,1330.669493213572,0.5,1,-0.5399200847964072
latency_aware,degraded_5x_timeout,1,25,Single-Tool,7,5,2,0.4,1.0,0.0,588.7563911123059,1177.5127822246118,0.0,0,0.36467461653326166
latency_aware,degraded_5x_timeout,1,26,Single-Tool,3,3,2,0.6666666666666666,1.0,0.0,956.4847847721544,1912.9695695443088,0.0,0,0.6092775795803373
latency_aware,degraded_5x_timeout,1,27,Single-Tool,4,3,2,0.3333333333333333,1.0,0.0,1014.934204329908,2029.868408659816,0.5,1,-0.22756271892646118
latency_aware,degraded_5x_timeout,1,28,Single-Tool,6,5,2,0.4,1.0,0.0,1369.7769264575218,2739.5538529150435,0.5,1,-0.1821866155874513
latency_aware,degraded_5x_timeout,1,29,Single-Tool,5,4,2,0.5,1.0,0.0,663.5187836100414,1327.0375672200828,0.0,0,0.4601888729833975
latency_aware,degraded_5x_timeout,1,30,Single-Tool,5,1,2,0.0,0.0,0.0,1348.1107824065457,2696.2215648130914,0.0,0,-0.08088664694439274
latency_aware,degraded_5x_timeout,1,31,Single-Tool,6,4,2,0.25,1.0,0.0,491.06615480799087,982.1323096159817,0.5,1,-0.27946396928847944
slow,degraded_5x_timeout,1,0,Single-Tool,8,4,2,0.25,1.0,0.0,5852.95601914323,11705.91203828646,0.5,1,-0.6011773611485938
slow,degraded_5x_timeout,1,1,Single-Tool,4,2,2,0.0,0.0,0.0,6610.866284979221,13221.732569958442,0.5,1,-0.8966519770987533
slow,degraded_5x_timeout,1,2,Single-Tool,4,4,2,0.5,1.0,0.0,7907.065661523804,15814.131323047608,1.0,2,-0.9744239396914283
slow,degraded_5x_timeout,1,3,Single-Tool,3,2,2,0.5,1.0,0.0,5199.387493511469,10398.774987022938,0.5,1,-0.3119632496106881
slow,degraded_5x_timeout,1,4,Single-Tool,5,5,2,0.4,1.0,0.0,5139.670319136579,10279.340638273157,0.5,1,-0.40838021914819467
slow,degraded_5x_timeout,1,5,Single-Tool,6,3,2,0.0,0.0,0.0,5836.896871510726,11673.793743021452,0.5,1,-0.8502138122906435
slow,degraded_5x_timeout,1,6,Single-Tool,7,2,2,0.0,0.0,0.0,9175.64411637068,18351.28823274136,1.0,2,-1.5505386469822406
slow,degraded_5x_timeout,1,7,Single-Tool,4,2,2,0.5,1.0,0.0,5761.7870915617295,11523.574183123459,0.5,1,-0.34570722549370375
slow,degraded_5x_timeout,1,8,Single-Tool,3,2,2,0.5,1.0,0.0,5768.442263255671,11536.884526511341,0.5,1,-0.34610653579534023
slow,degraded_5x_timeout,1,9,Single-Tool,10,3,2,0.0,0.0,0.0,6290.9107204376,12581.8214408752,1.0,2,-1.377454643226256
slow,degraded_5x_timeout,1,10,Single-Tool,5,2,2,0.0,0.0,0.0,4755.853942185871,9511.707884371743,0.5,1,-0.7853512365311524
slow,degraded_5x_timeout,1,11,Single-Tool,7,2,2,0.0,0.0,0.0,5532.063791384686,11064.127582769372,1.0,2,-1.3319238274830811
slow,degraded_5x_timeout,1,12,Single-Tool,9,6,2,0.3333333333333333,1.0,0.0,3469.4119517275503,6938.823903455101,0.0,0,0.1251686162296803
slow,degraded_5x_timeout,1,13,Single-Tool,4,2,2,0.5,1.0,0.0,3469.5037729348287,6939.007545869657,0.0,0,0.29182977362391027
slow,degraded_5x_timeout,1,14,Single-Tool,5,1,2,1.0,1.0,1.0,693.3955797592093,1386.7911595184187,0.0,0,0.9583962652144474
slow,degraded_5x_timeout,1,15,Single-Tool,4,4,2,0.5,1.0,0.0,2930.653245250044,5861.306490500088,0.5,1,-0.17583919471500264
slow,degraded_5x_timeout,1,16,Single-Tool,5,1,2,0.0,0.0,0.0,4714.012372732077,9428.024745464154,0.0,0,-0.2828407423639246
slow,degraded_5x_timeout,1,17,Single-Tool,5,3,2,0.6666666666666666,1.0,0.0,506.12900512569854,1012.2580102513971,0.0,0,0.6362989263591248
slow,degraded_5x_timeout,1,18,Single-Tool,7,2,2,0.0,0.0,0.0,4354.534913981272,8709.069827962545,0.0,0,-0.2612720948388763
slow,degraded_5x_timeout,1,19,Single-Tool,5,5,2,0.4,1.0,0.0,4603.582515705261,9207.165031410523,0.5,1,-0.3762149509423156
slow,degraded_5x_timeout,1,20,Single-Tool,5,3,2,0.6666666666666666,1.0,0.0,3840.4860772296497,7680.972154459299,0.0,0,0.4362375020328877
slow,degraded_5x_timeout,1,21,Single-Tool,3,1,2,0.0,0.0,0.0,6679.216749144287,13358.433498288574,1.0,2,-1.4007530049486572
slow,degraded_5x_timeout,1,22,Single-Tool,4,3,2,0.3333333333333333,1.0,0.0,1324.6701558088803,2649.3403116177606,0.0,0,0.25385312398480053
slow,degraded_5x_timeout,1,23,Single-Tool,4,1,2,1.0,1.0,1.0,5157.32813848255,10314.6562769651,0.5,1,0.19056031169104704
slow,degraded_5x_timeout,1,24,Single-Tool,6,2,2,0.5,1.0,0.0,2713.7886556274384,5427.577311254877,0.0,0,0.33717268066235373
slow,degraded_5x_timeout,1,25,Single-Tool,7,5,2,0.2,1.0,0.0,5626.888219618397,11253.776439236794,0.5,1,-0.6376132931771037
slow,degraded_5x_timeout,1,26,Single-Tool,3,3,2,0.6666666666666666,1.0,0.0,1303.0593140722913,2606.1186281445825,0.0,0,0.5884831078223292
slow,degraded_5x_timeout,1,27,Single-Tool,4,3,2,0.6666666666666666,1.0,0.0,5584.745489120176,11169.490978240352,0.5,1,-0.16841806268054393
slow,degraded_5x_timeout,1,28,Single-Tool,6,5,2,0.2,1.0,0.0,5790.6734388014465,11581.346877602893,1.0,2,-1.1474404063280867
slow,degraded_5x_timeout,1,29,Single-Tool,5,4,2,0.25,1.0,0.0,6343.439829171784,12686.879658343569,1.0,2,-1.1306063897503071
slow,degraded_5x_timeout,1,30,Single-Tool,5,1,2,1.0,1.0,1.0,5948.9236673229925,11897.847334645985,0.5,1,0.1430645799606205
slow,degraded_5x_timeout,1,31,Single-Tool,6,4,2,0.5,1.0,0.0,5501.286932301795,11002.57386460359,0.5,1,-0.3300772159381077
gold_oracle,degraded_5x_timeout,1,0,Single-Tool,8,4,2,0.5,1.0,0.0,898.8777086801942,1797.7554173603885,0.0,0,0.44606733747918836
gold_oracle,degraded_5x_timeout,1,1,Single-Tool,4,2,2,1.0,1.0,1.0,1184.244588025013,2368.489176050026,0.5,1,0.4289453247184992
gold_oracle,degraded_5x_timeout,1,2,Single-Tool,4,4,2,0.5,1.0,0.0,3852.2018324977025,7704.403664995405,0.5,1,-0.2311321099498621
gold_oracle,degraded_5x_timeout,1,3,Single-Tool,3,2,2,1.0,1.0,1.0,2765.767653873288,5531.535307746576,0.5,1,0.33405394076760264
gold_oracle,degraded_5x_timeout,1,4,Single-Tool,5,5,2,0.4,1.0,0.0,1121.4230361833381,2242.8460723666763,0.0,0,0.33271461782899975
gold_oracle,degraded_5x_timeout,1,5,Single-Tool,6,3,2,0.6666666666666666,1.0,0.0,606.6324194571365,1213.264838914273,0.5,1,0.1302687214992384
gold_oracle,degraded_5x_timeout,1,6,Single-Tool,7,2,2,1.0,1.0,1.0,873.3480720953114,1746.6961441906228,0.0,0,0.9475991156742813
gold_oracle,degraded_5x_timeout,1,7,Single-Tool,4,2,2,1.0,1.0,1.0,4069.6876351882747,8139.375270376549,1.0,2,-0.24418125811129643
gold_oracle,degraded_5x_timeout,1,8,Single-Tool,3,2,2,1.0,1.0,1.0,2999.814570804831,5999.629141609662,0.5,1,0.3200111257517102
gold_oracle,degraded_5x_timeout,1,9,Single-Tool,10,3,2,0.6666666666666666,1.0,0.0,576.7201657099113,1153.4403314198225,0.0,0,0.6320634567240719
gold_oracle,degraded_5x_timeout,1,10,Single-Tool,5,2,2,1.0,1.0,1.0,2024.4692724986362,4048.9385449972724,0.0,0,0.8785318436500819
gold_oracle,degraded_5x_timeout,1,11,Single-Tool,7,2,2,1.0,1.0,1.0,605.9321968476555,1211.864393695311,0.5,1,0.4636440681891407
gold_oracle,degraded_5x_timeout,1,12,Single-Tool,9,6,2,0.3333333333333333,1.0,0.0,675.892709409489,1351.785418818978,0.5,1,-0.207220229231236
gold_oracle,degraded_5x_timeout,1,13,Single-Tool,4,2,2,1.0,1.0,1.0,2541.9832450105746,5083.966490021149,0.0,0,0.8474810052993655
gold_oracle,degraded_5x_timeout,1,14,Single-Tool,5,1,2,1.0,1.0,1.0,608.3595282452739,1216.7190564905477,0.0,0,0.9634984283052835
gold_oracle,degraded_5x_timeout,1,15,Single-Tool,4,4,2,0.5,1.0,0.0,744.394800428254,1488.789600856508,0.0,0,0.45533631197430474
gold_oracle,degraded_5x_timeout,1,16,Single-Tool,5,1,2,1.0,1.0,1.0,1400.8822716519205,2801.764543303841,0.0,0,0.9159470637008847
gold_oracle,degraded_5x_timeout,1,17,Single-Tool,5,3,2,0.6666666666666666,1.0,0.0,536.7257582336122,1073.4515164672243,0.0,0,0.6344631211726499
gold_oracle,degraded_5x_timeout,1,18,Single-Tool,7,2,2,1.0,1.0,1.0,827.377296246942,1654.754592493884,0.0,0,0.9503573622251835
gold_oracle,degraded_5x_timeout,1,19,Single-Tool,5,5,2,0.4,1.0,0.0,839.7185396475738,1679.4370792951477,0.0,0,0.3496168876211456
gold_oracle,degraded_5x_timeout,1,20,Single-Tool,5,3,2,0.6666666666666666,1.0,0.0,3590.6171991813753,7181.234398362751,0.0,0,0.45122963471578414
gold_oracle,degraded_5x_timeout,1,21,Single-Tool,3,1,2,1.0,1.0,1.0,3005.263104110989,6010.526208221978,0.0,0,0.8196842137533407
gold_oracle,degraded_5x_timeout,1,22,Single-Tool,4,3,2,0.6666666666666666,1.0,0.0,880.993626008571,1761.987252017142,0.5,1,0.11380704910615236
gold_oracle,degraded_5x_timeout,1,23,Single-Tool,4,1,2,1.0,1.0,1.0,1630.6908466165135,3261.381693233027,0.0,0,0.9021585492030092
gold_oracle,degraded_5x_timeout,1,24,Single-Tool,6,2,2,1.0,1.0,1.0,3310.563316097235,6621.12663219447,0.5,1,0.3013662010341659
gold_oracle,degraded_5x_timeout,1,25,Single-Tool,7,5,2,0.4,1.0,0.0,646.7170401331657,1293.4340802663314,0.0,0,0.3611969775920101
gold_oracle,degraded_5x_timeout,1,26,Single-Tool,3,3,2,0.6666666666666666,1.0,0.0,739.292694433757,1478.585388867514,0.0,0,0.6223091050006412
gold_oracle,degraded_5x_timeout,1,27,Single-Tool,4,3,2,0.6666666666666666,1.0,0.0,3150.4610516617313,6300.922103323463,0.5,1,-0.02236099643303724
gold_oracle,degraded_5x_timeout,1,28,Single-Tool,6,5,2,0.4,1.0,0.0,1369.620672345058,2739.241344690116,0.0,0,0.3178227596592965
gold_oracle,degraded_5x_timeout,1,29,Single-Tool,5,4,2,0.5,1.0,0.0,560.630619889654,1121.261239779308,0.5,1,-0.03363783719337926
gold_oracle,degraded_5x_timeout,1,30,Single-Tool,5,1,2,1.0,1.0,1.0,4545.517052083967,9091.034104167935,0.5,1,0.22726897687496195
gold_oracle,degraded_5x_timeout,1,31,Single-Tool,6,4,2,0.5,1.0,0.0,1394.4551564375915,2788.910312875183,0.0,0,0.4163326906137445
qwen_no_latency,degraded_5x_timeout,1,0,Single-Tool,8,4,2,0.5,1.0,0.0,5065.8366579564845,10131.673315912969,0.5,1,-0.3039501994773891
qwen_no_latency,degraded_5x_timeout,1,1,Single-Tool,4,2,2,1.0,1.0,1.0,1128.383626276896,2256.767252553792,0.0,0,0.9322969824233862
qwen_no_latency,degraded_5x_timeout,1,2,Single-Tool,4,4,2,0.5,1.0,0.0,7216.133811645838,14432.267623291677,1.0,2,-0.9329680286987503
qwen_no_latency,degraded_5x_timeout,1,3,Single-Tool,3,2,2,1.0,1.0,1.0,2687.925089244005,5375.85017848801,0.5,1,0.3387244946453597
qwen_no_latency,degraded_5x_timeout,1,4,Single-Tool,5,5,2,0.4,1.0,0.0,2893.9517145546993,5787.9034291093985,0.0,0,0.22636289712671806
qwen_no_latency,degraded_5x_timeout,1,5,Single-Tool,6,3,2,0.6666666666666666,1.0,0.0,815.0824539719817,1630.1649079439635,0.0,0,0.6177617194283477
qwen_no_latency,degraded_5x_timeout,1,6,Single-Tool,7,2,2,1.0,1.0,1.0,961.0153119077687,1922.0306238155374,0.5,1,0.4423390812855339
qwen_no_latency,degraded_5x_timeout,1,7,Single-Tool,4,2,2,0.5,1.0,0.0,6736.69225525336,13473.38451050672,1.0,2,-0.9042015353152015
qwen_no_latency,degraded_5x_timeout,1,8,Single-Tool,3,2,2,1.0,1.0,1.0,2707.434283205622,5414.868566411244,0.0,0,0.8375539430076627
qwen_no_latency,degraded_5x_timeout,1,9,Single-Tool,10,3,2,0.6666666666666666,1.0,0.0,558.8511992638244,1117.7023985276487,0.0,0,0.6331355947108371
qwen_no_latency,degraded_5x_timeout,1,10,Single-Tool,5,2,2,0.5,1.0,0.0,3133.0271664069237,6266.054332813847,0.0,0,0.3120183700155846
qwen_no_latency,degraded_5x_timeout,1,11,Single-Tool,7,2,2,1.0,1.0,1.0,552.083793799301,1104.167587598602,0.0,0,0.9668749723720419
qwen_no_latency,degraded_5x_timeout,1,12,Single-Tool,9,6,2,0.3333333333333333,1.0,0.0,2741.6185988109846,5483.237197621969,0.0,0,0.16883621740467425
qwen_no_latency,degraded_5x_timeout,1,13,Single-Tool,4,2,2,0.5,1.0,0.0,1504.8494886286053,3009.6989772572106,0.5,1,-0.0902909693177163
qwen_no_latency,degraded_5x_timeout,1,14,Single-Tool,5,1,1,1.0,1.0,1.0,550.9500222132232,550.9500222132232,0.0,0,0.9834714993336033
qwen_no_latency,degraded_5x_timeout,1,15,Single-Tool,4,4,2,0.5,1.0,0.0,863.0227547463577,1726.0455094927154,0.0,0,0.44821863471521856
qwen_no_latency,degraded_5x_timeout,1,16,Single-Tool,5,1,2,1.0,1.0,1.0,1039.953874321524,2079.907748643048,0.0,0,0.9376027675407086
qwen_no_latency,degraded_5x_timeout,1,17,Single-Tool,5,3,2,0.6666666666666666,1.0,0.0,560.6333113121334,1121.2666226242668,0.0,0,0.6330286679879387
qwen_no_latency,degraded_5x_timeout,1,18,Single-Tool,7,2,2,1.0,1.0,1.0,837.8285375149992,1675.6570750299984,0.0,0,0.9497302877491001
qwen_no_latency,degraded_5x_timeout,1,19,Single-Tool,5,5,2,0.4,1.0,0.0,4845.786350353089,9691.572700706178,1.0,2,-0.8907471810211853
qwen_no_latency,degraded_5x_timeout,1,20,Single-Tool,5,3,2,0.6666666666666666,1.0,0.0,3107.6554125598095,6215.310825119619,0.0,0,0.48020734191307807
qwen_no_latency,degraded_5x_timeout,1,21,Single-Tool,3,1,2,1.0,1.0,1.0,4781.082484739938,9562.164969479876,0.5,1,0.2131350509156037
qwen_no_latency,degraded_5x_timeout,1,22,Single-Tool,4,3,2,0.6666666666666666,1.0,0.0,987.7144613949082,1975.4289227898164,0.5,1,0.10740379898297214
qwen_no_latency,degraded_5x_timeout,1,23,Single-Tool,4,1,2,1.0,1.0,1.0,4198.535196615988,8397.070393231976,0.5,1,0.24808788820304073
qwen_no_latency,degraded_5x_timeout,1,24,Single-Tool,6,2,2,1.0,1.0,1.0,2858.0222896647974,5716.044579329595,0.0,0,0.8285186626201122
qwen_no_latency,degraded_5x_timeout,1,25,Single-Tool,7,5,2,0.4,1.0,0.0,1819.9022856529546,3639.804571305909,0.0,0,0.2908058628608228
qwen_no_latency,degraded_5x_timeout,1,26,Single-Tool,3,3,2,0.6666666666666666,1.0,0.0,992.6048910876857,1985.2097821753714,0.0,0,0.6071103732014055
qwen_no_latency,degraded_5x_timeout,1,27,Single-Tool,4,3,2,0.6666666666666666,1.0,0.0,4455.353098005042,8910.706196010084,0.5,1,-0.10065451921363588
qwen_no_latency,degraded_5x_timeout,1,28,Single-Tool,6,5,2,0.4,1.0,0.0,2025.169641766628,4050.339283533256,0.5,1,-0.22151017850599763
qwen_no_latency,degraded_5x_timeout,1,29,Single-Tool,5,4,2,0.5,1.0,0.0,860.7420582457164,1721.4841164914328,0.5,1,-0.05164452349474297
qwen_no_latency,degraded_5x_timeout,1,30,Single-Tool,5,1,2,1.0,1.0,1.0,3957.1822929086898,7914.3645858173795,0.5,1,0.2625690624254786
qwen_no_latency,degraded_5x_timeout,1,31,Single-Tool,6,4,2,0.25,1.0,0.0,1819.034053686848,3638.068107373696,0.5,1,-0.35914204322121085
qwen_latency,degraded_5x_timeout,1,0,Single-Tool,8,4,2,0.5,1.0,0.0,4493.151800258933,8986.303600517866,0.5,1,-0.269589108015536
qwen_latency,degraded_5x_timeout,1,1,Single-Tool,4,2,2,1.0,1.0,1.0,982.660471941309,1965.320943882618,0.0,0,0.9410403716835215
qwen_latency,degraded_5x_timeout,1,2,Single-Tool,4,4,2,0.5,1.0,0.0,5275.728057106357,10551.456114212713,1.0,2,-0.8165436834263814
qwen_latency,degraded_5x_timeout,1,3,Single-Tool,3,2,2,1.0,1.0,1.0,2774.648446479214,5549.296892958428,0.5,1,0.3335210932112471
qwen_latency,degraded_5x_timeout,1,4,Single-Tool,5,5,2,0.4,1.0,0.0,3465.3052800896367,6930.610560179273,0.5,1,-0.3079183168053782
qwen_latency,degraded_5x_timeout,1,5,Single-Tool,6,3,2,0.6666666666666666,1.0,0.0,858.8815409522102,1717.7630819044205,0.5,1,0.11513377420953397
qwen_latency,degraded_5x_timeout,1,6,Single-Tool,7,2,2,1.0,1.0,1.0,808.3184821774471,1616.6369643548942,0.5,1,0.4515008910693532
qwen_latency,degraded_5x_timeout,1,7,Single-Tool,4,2,2,1.0,1.0,1.0,3834.084916930243,7668.169833860486,0.5,1,0.2699549049841854
qwen_latency,degraded_5x_timeout,1,8,Single-Tool,3,2,2,1.0,1.0,1.0,2400.785407914145,4801.57081582829,0.0,0,0.8559528755251513
qwen_latency,degraded_5x_timeout,1,9,Single-Tool,10,3,2,0.6666666666666666,1.0,0.0,639.7001949736639,1279.4003899473278,0.0,0,0.6282846549682468
qwen_latency,degraded_5x_timeout,1,10,Single-Tool,5,2,2,0.5,1.0,0.0,3072.197570757166,6144.395141514332,0.0,0,0.31566814575457003
qwen_latency,degraded_5x_timeout,1,11,Single-Tool,7,2,1,0.5,1.0,0.0,646.6624127120109,646.6624127120109,0.0,0,0.4806001276186397
qwen_latency,degraded_5x_timeout,1,12,Single-Tool,9,6,2,0.3333333333333333,1.0,0.0,2610.9352197371973,5221.8704394743945,0.0,0,0.17667722014910148
qwen_latency,degraded_5x_timeout,1,13,Single-Tool,4,2,2,0.5,1.0,0.0,1553.3523233799197,3106.7046467598393,0.0,0,0.4067988605972048
qwen_latency,degraded_5x_timeout,1,14,Single-Tool,5,1,1,1.0,1.0,1.0,687.2240869231322,687.2240869231322,0.0,0,0.979383277392306
qwen_latency,degraded_5x_timeout,1,15,Single-Tool,4,4,2,0.5,1.0,0.0,706.5836337404874,1413.1672674809747,0.0,0,0.45760498197557076
qwen_latency,degraded_5x_timeout,1,16,Single-Tool,5,1,1,1.0,1.0,1.0,1132.6547100258501,1132.6547100258501,0.0,0,0.9660203586992245
qwen_latency,degraded_5x_timeout,1,17,Single-Tool,5,3,1,0.3333333333333333,1.0,0.0,669.3744533318037,669.3744533318037,0.0,0,0.3132520997333792
qwen_latency,degraded_5x_timeout,1,18,Single-Tool,7,2,2,1.0,1.0,1.0,800.6346422098136,1601.2692844196272,0.0,0,0.9519619214674112
qwen_latency,degraded_5x_timeout,1,19,Single-Tool,5,5,2,0.4,1.0,0.0,1770.8909092633548,3541.7818185267097,0.0,0,0.29374654544419876
qwen_latency,degraded_5x_timeout,1,20,Single-Tool,5,3,2,0.6666666666666666,1.0,0.0,3938.1460881672742,7876.2921763345485,0.5,1,-0.06962209862336977
qwen_latency,degraded_5x_timeout,1,21,Single-Tool,3,1,1,1.0,1.0,1.0,2209.990509586869,2209.990509586869,0.0,0,0.933700284712394
qwen_latency,degraded_5x_timeout,1,22,Single-Tool,4,3,2,0.6666666666666666,1.0,0.0,994.0004676169508,1988.0009352339016,0.5,1,0.10702663860964956
qwen_latency,degraded_5x_timeout,1,23,Single-Tool,4,1,2,1.0,1.0,1.0,4825.375974457603,9650.751948915206,0.5,1,0.21047744153254389
qwen_latency,degraded_5x_timeout,1,24,Single-Tool,6,2,2,1.0,1.0,1.0,3093.1439759104774,6186.287951820955,0.0,0,0.8144113614453714
qwen_latency,degraded_5x_timeout,1,25,Single-Tool,7,5,2,0.4,1.0,0.0,2658.6185161007998,5317.2370322015995,0.0,0,0.24048288903395204
qwen_latency,degraded_5x_timeout,1,26,Single-Tool,3,3,2,0.6666666666666666,1.0,0.0,897.3609941726863,1794.7219883453727,0.0,0,0.6128250070163055
qwen_latency,degraded_5x_timeout,1,27,Single-Tool,4,3,2,0.6666666666666666,1.0,0.0,3154.326020119675,6308.65204023935,0.5,1,-0.02259289454051383
qwen_latency,degraded_5x_timeout,1,28,Single-Tool,6,5,2,0.4,1.0,0.0,1526.2074040296293,3052.4148080592586,0.0,0,0.3084275557582223
qwen_latency,degraded_5x_timeout,1,29,Single-Tool,5,4,2,0.5,1.0,0.0,889.733846517795,1779.46769303559,0.5,1,-0.05338403079106768
qwen_latency,degraded_5x_timeout,1,30,Single-Tool,5,1,2,1.0,1.0,1.0,5279.935107344227,10559.870214688453,0.5,1,0.1832038935593464
qwen_latency,degraded_5x_timeout,1,31,Single-Tool,6,4,2,0.25,1.0,0.0,1477.267308308184,2954.534616616368,0.0,0,0.16136396150150895
random,normal,2,0,Single-Tool,8,4,2,0.25,1.0,0.0,634.9914187359278,1269.9828374718556,0.0,0,0.21190051487584433
random,normal,2,1,Single-Tool,4,2,2,0.5,1.0,0.0,550.0291863286576,1100.0583726573152,0.0,0,0.4669982488202805
random,normal,2,2,Single-Tool,4,4,2,0.5,1.0,0.0,1314.9771238073663,2629.9542476147326,0.0,0,0.421101372571558
random,normal,2,3,Single-Tool,3,2,2,0.5,1.0,0.0,1103.7383714399116,2207.476742879823,0.0,0,0.4337756977136053
random,normal,2,4,Single-Tool,5,5,2,0.4,1.0,0.0,642.4926959464457,1284.9853918928914,0.0,0,0.36145043824321327
random,normal,2,5,Single-Tool,6,3,2,0.6666666666666666,1.0,0.0,156.57525621587118,313.15051243174236,0.0,0,0.6572721512937144
random,normal,2,6,Single-Tool,7,2,2,0.0,0.0,0.0,921.8644228473069,1843.7288456946137,0.0,0,-0.05531186537083841
random,normal,2,7,Single-Tool,4,2,2,0.5,1.0,0.0,307.4065192195587,614.8130384391173,0.0,0,0.48155560884682647
random,normal,2,8,Single-Tool,3,2,2,1.0,1.0,1.0,423.5017646375662,847.0035292751325,0.0,0,0.974589894121746
random,normal,2,9,Single-Tool,10,3,2,0.3333333333333333,1.0,0.0,577.4703580094515,1154.940716018903,0.0,0,0.29868511185276625
random,normal,2,10,Single-Tool,5,2,2,0.5,1.0,0.0,562.8858508483167,1125.7717016966335,0.0,0,0.466226848949101
random,normal,2,11,Single-Tool,7,2,2,0.0,0.0,0.0,703.2296408477572,1406.4592816955144,0.0,0,-0.04219377845086543
random,normal,2,12,Single-Tool,9,6,2,0.16666666666666666,1.0,0.0,131.3326308107915,262.665261621583,0.0,0,0.15878670881801918
random,normal,2,13,Single-Tool,4,2,2,0.5,1.0,0.0,766.9257173199007,1533.8514346398015,0.0,0,0.45398445696080597
random,normal,2,14,Single-Tool,5,1,2,0.0,0.0,0.0,126.33646429429945,252.6729285885989,0.0,0,-0.007580187857657967
random,normal,2,15,Single-Tool,4,4,2,0.5,1.0,0.0,194.52755216480693,389.05510432961387,0.0,0,0.48832834687011156
random,normal,2,16,Single-Tool,5,1,2,0.0,0.0,0.0,773.6743433585193,1547.3486867170386,0.0,0,-0.04642046060151116
random,normal,2,17,Single-Tool,5,3,2,0.0,0.0,0.0,101.6989997399736,203.3979994799472,0.0,0,-0.006101939984398415
random,normal,2,18,Single-Tool,7,2,2,0.5,1.0,0.0,315.7458269309348,631.4916538618696,0.0,0,0.48105525038414393
random,normal,2,19,Single-Tool,5,5,2,0.4,1.0,0.0,319.5013254597053,639.0026509194106,0.0,0,0.3808299204724177
random,normal,2,20,Single-Tool,5,3,2,0.3333333333333333,1.0,0.0,645.0560791578339,1290.1121583156678,0.0,0,0.29462996858386326
random,normal,2,21,Single-Tool,3,1,2,1.0,1.0,1.0,970.0697214819558,1940.1394429639115,0.0,0,0.9417958167110827
random,normal,2,22,Single-Tool,4,3,2,0.3333333333333333,1.0,0.0,347.81655556010173,695.6331111202035,0.0,0,0.3124643399997272
random,normal,2,23,Single-Tool,4,1,2,1.0,1.0,1.0,313.08270217438405,626.1654043487681,0.0,0,0.981215037869537
