policy,normalized_score,expected_reward,success_prob,latency_s,timeout_prob
random,0.0,0.10720034839026414,0.594412120282597,1.2744869698788976,0.10486568092866361
latency_greedy,-0.7535647378647273,0.01686295665577839,0.4487494404535776,0.9619313496143533,0.14330707891349326
quality_greedy,1.0,0.22708041601453008,0.7339368143443794,1.4147305759814748,0.08243722553540692
reliability_greedy,0.6343851729314071,0.18325048582111286,0.69057768551682,1.482919995015646,0.06245120119101329
tabular_grpo_rl,0.9687747341172446,0.22333712902891967,0.7124342674831744,1.4028764003607197,0.06823421834603885
qwen_zeroshot,-0.451493618973751,0.053075262815766314,0.5289251116593798,1.1913697325529322,0.11843892907773387
qwen_grpo,0.8024321426239418,0.2033959679119069,0.7199948602816038,1.4608001167222893,0.07835885735301024
oracle,1.0,0.22708041601453008,0.7339368143443794,1.4147305759814748,0.08243722553540692
